,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
0,1,0.0,100,66,34,18,47,0.411938,0.387906648002222,-0.02862026250706766,-0.023616496298907236,-0.007403,0.0,0.3276341427041864,0.3276341427041864
1,6,1.0,102,73,27,20,53,0.412958,0.38900340896891017,-0.02507634736977936,-0.023616496298907236,-0.006965,-0.01970352528317152,0.3316390113173973,0.32730398733620764
2,6,0.512603,102,73,27,20,53,0.413877,0.3900131591548991,-0.02507634736977936,-0.023616496298907236,-0.006612,-0.029582169991909386,0.3368293642922656,0.3263756202973726
3,6,-0.238315,102,73,27,20,53,0.412966,0.38901745926949655,-0.02507634736977936,-0.023616496298907236,-0.006951,-0.025089700186084155,0.33439341671945005,0.32827941906759917
4,5,1.0,102,77,23,18,57,0.414139,0.39014002120074553,-0.02507634736977936,-0.023616496298907236,-0.006324,-0.036506206977577435,0.34098430153052184,0.3290546619099768
5,2,-1.0,102,72,28,20,52,0.413062,0.3890430528895209,-0.026157721371827168,-0.023616496298907236,-0.006764,-0.04306490268955156,0.34875948565637604,0.32812787491968554
6,6,-0.300128,102,73,27,20,53,0.412155,0.38803965998228407,-0.029428915756327025,-0.023616496298907236,-0.00711,-0.03728708329634766,0.34598428468550224,0.32993388889217734
7,5,0.362839,102,77,23,18,57,0.413267,0.38912074206549957,-0.02936666652269124,-0.019509125235997602,-0.006525,-0.04141475687933425,0.35256263614181305,0.33016318650660187
8,1,-1.0,102,77,23,18,57,0.412476,0.3883493232911345,-0.02936666652269124,-0.020204894706886883,-0.006876,-0.03492734381299121,0.35996947024462767,0.3319161176055739
9,1,-0.324492,102,70,30,16,51,0.411968,0.3878962127169829,-0.02936666652269124,-0.020204894706886883,-0.007235,-0.03197582490522423,0.36556463043880255,0.33276113110247557
10,4,0.0,100,84,16,21,60,0.411968,0.3878962127169829,-0.00592932645704912,-0.01655605199612497,-0.007235,-0.03197582490522423,0.36556463043880255,0.33276113110247557
11,1,0.0,100,90,10,21,63,0.411968,0.3878962127169829,-0.00592932645704912,-0.01655605199612497,-0.007235,-0.03197582490522423,0.36556463043880255,0.33276113110247557
12,5,-1.0,101,86,14,23,60,0.410635,0.38656004422230855,-0.0015479455774923604,-0.01655605199612497,-0.007368,-0.049032934678687,0.3674106974290937,0.3321663859125362
13,5,-0.531825,101,86,14,23,60,0.409317,0.38520058371930826,0.004032585455628011,-0.01655605199612497,-0.00742,-0.05797647900832178,0.3700333857786084,0.3321263227639515
14,5,-0.521944,101,90,10,25,63,0.407752,0.383683896780627,0.004032585455628011,-0.02305899061982507,-0.007307,-0.06513925750346741,0.3735210725667844,0.3322003393927426
15,5,-0.590198,101,90,10,25,63,0.406171,0.3820989188509148,0.004069906631553751,-0.022981857046800558,-0.007178,-0.07292243993989829,0.37741008421727,0.33181403929565534
16,5,-0.325475,101,90,10,25,63,0.404636,0.38053091249745086,0.0007794687107920968,-0.022981857046800558,-0.007107,-0.07698482253120667,0.38002512747490874,0.33170329582241237
17,5,0.442431,101,91,9,25,64,0.406194,0.3822090283696482,0.005047553485973114,-0.02416483599727297,-0.007474,-0.07130734745954692,0.3790291148535494,0.33295003422047054
18,5,0.616104,102,78,22,17,58,0.407217,0.38333723489275723,0.008086163559994388,-0.02416483599727297,-0.007297,-0.07889289915857607,0.3849540643681126,0.332936559463189
19,4,0.0,100,84,16,21,60,0.407217,0.38333723489275723,0.008086163559994388,-0.02416483599727297,-0.007297,-0.07889289915857607,0.3849540643681126,0.332936559463189
20,3,0.0,100,88,12,21,62,0.407217,0.38333723489275723,0.010482785333594096,-0.023193888225535517,-0.007297,-0.07889289915857607,0.3849540643681126,0.332936559463189
21,4,0.595692,100,90,10,22,63,0.408683,0.38480782312805134,0.009696244881275852,-0.023193888225535517,-0.007135,-0.08211914561488672,0.3877816384338786,0.3334822924002325
22,5,0.543215,101,88,12,19,62,0.40945,0.3857065159385088,0.006760424377004688,-0.023193888225535517,-0.007054,-0.06668551686777624,0.38670574717174266,0.3372661246008798
23,3,0.0,100,88,12,21,62,0.40945,0.3857065159385088,0.006760424377004688,-0.023193888225535517,-0.007054,-0.06668551686777624,0.38670574717174266,0.3372661246008798
24,3,0.436197,100,88,12,21,62,0.410439,0.3867387012331208,0.008331725987194158,-0.023193888225535517,-0.006841,-0.05392098193789489,0.38586544037562615,0.33872201697952053
25,3,-0.334494,100,91,9,21,64,0.409456,0.38571859186667823,0.006760424377004688,-0.023193888225535517,-0.006719,-0.05858654517414085,0.38737759280281064,0.3386101527724008
26,5,0.58949,102,75,25,17,55,0.410623,0.38686238271635137,0.005020282243834661,-0.023193888225535517,-0.006557,-0.07979202278856527,0.3911258355212572,0.3361009979180319
27,3,1.0,101,91,9,20,63,0.41143,0.3878822897894184,0.010655605440756314,-0.019880142290970123,-0.006596,-0.10188685180690399,0.38961033066688827,0.33284262835139505
28,5,0.489945,102,75,25,17,55,0.412594,0.38894050687167436,0.013319146438666633,-0.020118869783555343,-0.006357,-0.1150084216612729,0.39465636853096603,0.33046331362647585
29,3,0.370926,101,92,8,21,65,0.4134,0.3899213488091767,0.013319146438666633,-0.020118869783555343,-0.006224,-0.12390580883764835,0.39275180056980086,0.32766502475107134
30,5,0.465756,102,90,10,23,63,0.414421,0.3910343822251332,0.01222891235519116,-0.016140525903227985,-0.006197,-0.13737466255355218,0.3953794038388623,0.32552463907145973
31,5,-0.394453,101,80,20,20,59,0.413036,0.3895637939898391,0.006765493968852008,-0.016140525903227985,-0.005712,-0.14393231465133305,0.39555694364468763,0.3243773222001848
32,1,0.209902,100,81,19,16,59,0.414027,0.3905934564825423,0.011485639295362239,-0.016140525903227985,-0.005614,-0.14229878728078285,0.3973217912175031,0.32637946486199704
33,1,0.364008,100,79,21,15,58,0.415016,0.39159037059738,0.003618140305061755,-0.016140525903227985,-0.005468,-0.1428836194328864,0.3980138640330371,0.3281335880901525
34,1,1.0,101,94,6,24,67,0.416447,0.3931880470385105,0.003618140305061755,-0.016140525903227985,-0.005756,-0.16050728300084766,0.398228466874599,0.3255801618765602
35,1,0.802676,101,90,10,22,63,0.417713,0.3947009792482813,0.0018760289444465766,-0.016140525903227985,-0.005474,-0.19117695846663585,0.3976111460981095,0.3225551858744185
36,5,-0.421336,101,84,16,23,60,0.416219,0.3931895835056035,0.0018760289444465766,-0.016140525903227985,-0.004906,-0.19646063140352907,0.3991168139404872,0.32213704287461387
37,1,-0.279897,100,86,14,19,60,0.415082,0.39203308838436624,0.0021707393089721904,-0.016140525903227985,-0.004894,-0.19720965019533063,0.4006247314162152,0.32149364533416075
38,5,-0.748455,101,94,6,23,67,0.413708,0.39050137893397097,0.0021707393089721904,-0.016140525903227985,-0.004995,-0.20900539319694872,0.3995407369880954,0.31936691156450925
39,3,0.410141,101,88,12,23,62,0.414673,0.3914057789749296,0.0006448909697046793,-0.016140525903227985,-0.005243,-0.21053139641123442,0.39849484620313347,0.3182920444424565
40,3,0.268048,100,88,12,18,62,0.415626,0.3923691291853335,0.001241053183408404,-0.008987847243685598,-0.004884,-0.20514131998959778,0.39813025072496916,0.3191125603971491
41,3,-0.244116,100,88,12,18,62,0.414574,0.3913225579729136,0.0004844098392186693,-0.008987847243685598,-0.005159,-0.20995504274965326,0.40048442062788175,0.31845395541333027
42,3,-0.541202,100,88,12,18,62,0.413577,0.39031374368696603,0.008391214031280536,-0.008987847243685598,-0.005455,-0.22070293675566346,0.4038836186861341,0.3182250373550779
43,3,0.66337,100,93,7,21,66,0.414739,0.39151803151135584,0.0004844098392186693,-0.008987847243685598,-0.005395,-0.20377413722954232,0.401892655579338,0.3187938985201264
44,3,-1.0,102,90,10,25,62,0.413907,0.3907827373937087,-0.002203563558701579,-0.012772896095660763,-0.00499,-0.26621255970569074,0.40649541286089147,0.3123900909884995
45,5,-0.600776,101,78,22,18,58,0.413096,0.3900124689902798,-0.002203563558701579,-0.012772896095660763,-0.005198,-0.27996621840888075,0.403864128394872,0.3098527256937822
46,4,-0.520791,100,94,6,24,67,0.411544,0.3884771549190539,0.005735960112576225,-0.011059144739760121,-0.005424,-0.28466440341658616,0.40108574290598004,0.3118668521986366
47,3,-0.508764,101,94,6,24,67,0.410081,0.3868153323081558,0.008029989078359629,-0.011059144739760121,-0.005614,-0.2809709172561608,0.4013536409642325,0.31475786837986636
