,Unnamed: 0,Unnamed: 0.1,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0.0,0.0,-0.10821336070989007,-0.48461446315106554,0.1059349528073707,0.017159499989021592,-0.283599017232208,-0.08020164511857199,0.3499999999999999,0.4749999999999998,-75.79955057325398,0.6687495260226525,1.3312504739773472,0.0,0.023375284781971113
1,1.0,1.0,-0.6965876566792218,-0.5877815202000644,-0.46760756702764317,-0.14514389273158393,-0.007045514677274549,-0.2981675189294029,0.3833333333333333,0.2938716999999999,-76.8113703872353,0.5710762463523235,1.428923753647677,1.0,0.21693663626144463
2,2.0,2.0,-0.35739160606714454,-0.5719768528679253,-0.4349262258301559,-0.38692744537351187,-0.054929033776114085,-0.28566940046005035,0.29823511111111106,0.33333333333333326,-102.19059865273807,0.35454573190372535,1.6454542680962758,2.0,0.10612813419259158
3,3.0,3.0,-0.04343723072662772,-0.2657508496425453,0.13550632150869082,-0.577062656740055,-0.6312335367185606,-0.5091579354473083,0.34174379999999993,0.30604095,-99.96008864000662,0.5015511146060662,1.4984488853939333,3.0,-0.2572953950075736
4,4.0,4.0,-0.2950354128647133,-0.31387209779791647,-0.420503641473823,-0.2718222768744117,-0.6214615184300172,-0.45728322636080515,0.5143702833333333,0.3875468999999998,-94.66832263388885,0.569203351972032,1.4307966480279688,4.0,-0.0535259782547969
5,5.0,5.0,-0.09679729447126754,-0.3384292238550777,-0.05695899327067791,-0.25806670329321757,-0.40753688557694945,-0.0744812292894126,0.19999999999999998,0.3999999999999999,-86.65304285273811,0.6946571692009499,1.305342830799053,5.0,-0.041316551093759375
6,6.0,6.0,-0.2648708658350594,-0.23901448737649914,-0.32244053070015405,-0.2853279486456978,-0.30015625378241817,-0.5311310897141697,0.4833333333333332,0.2166666666666666,-87.40096170686512,0.5118918372778078,1.4881081627221924,6.0,-0.048381568038428864
7,7.0,7.0,-0.24052866484468619,-0.38280322626502566,-0.08885544006774293,-0.39822467054960087,-0.7068782134793894,-0.7727408504791033,0.31666666666666665,0.39999999999999986,-75.6133521047222,0.5093405954188288,1.4906594045811712,7.0,-0.19427606722177312
8,8.0,8.0,-0.28440911445101835,-0.09617135722208675,-0.19458109483027472,-0.15044812890576037,0.24379505932752724,-0.2882805235968587,0.18888666666666662,0.43251393333333327,-102.72240453646823,0.439795901570665,1.5602040984293353,8.0,0.06337132888804799
9,9.0,9.0,-0.41933787217372154,-0.5899746808198444,-0.0643047078610189,-0.5752077824516052,-0.3822291833094324,-0.5783478203298271,0.44666845,0.34069651666666667,-100.12269360333322,0.6401381719703049,1.3598618280296961,9.0,-0.07702792087271328
