,Unnamed: 0,Unnamed: 0.1,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0.0,0.0,0.5026719148995881,0.7378479727344412,0.3737391543279493,-0.2509545391209986,-0.38092307961082256,-0.27137006987590234,0.6573396202084889,0.8046918833333332,7.382019613055555,0.8950734126555887,1.1049265873444114,0.0,-0.41958445509495035
1,1.0,1.0,0.3366350486147491,0.26934805918144955,0.3329540590417263,-0.17048141211464393,-0.16748515167183997,-0.35372366018989226,0.48561997460908185,0.7610686166666665,7.449654828809524,0.8983971062088044,1.1016028937911952,1.0,-0.2717712318023835
2,2.0,2.0,0.35821581004982744,0.3193267312835156,0.5363520579955473,-0.3785234913568705,-0.08751828830594544,-0.22977423163411226,0.6356820508215327,0.725,1.3306207605555553,0.8000130857893062,1.1999869142106927,2.0,-0.31828510177096975
3,3.0,3.0,0.3779529340518247,0.4703928882902119,0.5057665834297956,-0.3411376118375216,-0.12496480855443941,-0.29312456126876546,0.35139037765871595,0.4094092666666666,2.649443719920635,0.6185887371113568,1.3814112628886441,3.0,-0.3522232312387598
4,4.0,4.0,0.2694926028928522,0.0993300971408236,0.37214909357016124,-0.4805884138053331,-0.22917609895344962,-0.3562946665124686,0.5188839127437395,0.6952362499999998,11.876573839999999,0.8827780633675344,1.1172219366324654,4.0,-0.3011718288125147
5,5.0,5.0,0.12377433159171085,0.2877190204136643,0.45191000674160947,-0.39873209097485596,-0.2472815458421597,-0.40381530173346397,0.34775749833354136,0.7279453333333331,0.029379694444444493,0.9123650518391773,1.0876349481608223,5.0,-0.3188720495495774
6,6.0,6.0,0.4494784403462542,0.41861868585079276,0.18038964243887398,-0.4314083344010918,-0.3225398899232028,-0.4193000689419845,0.5149092973251111,0.7509529,16.87193395527778,0.8623482701005599,1.137651729899441,6.0,-0.3702891769837
7,7.0,7.0,0.1149310013119436,0.3289936289181152,0.49630580684874515,-0.4150315154377953,-0.5664382767746913,-0.280053732163599,0.5604343851061091,0.5336771166666666,3.1538092586111106,0.8483172116317922,1.1516827883682077,7.0,-0.3669589935758149
8,8.0,8.0,0.36263366027353333,0.5868242209314314,0.403882953721153,-0.35082997102689345,-0.3964129644886838,-0.4306321118522057,0.5310526250534492,0.7644472499999999,4.15584874392857,0.7941647203371983,1.2058352796628002,8.0,-0.4218693137156501
9,9.0,9.0,0.4993753472149966,0.47541462413874663,0.5245941805093549,-0.3344353864429608,-0.3560893450784724,-0.43339055738321935,0.4752614090883758,0.6782338666666666,3.8601617375,0.9274876026753308,1.0725123973246715,9.0,-0.4372165734612918
