,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,1,0.613649,100,46,54,13,30,0.412439,0.38847115850839975,-0.030971409347922665,-0.023616496298907236,-0.007315,-0.010427688980582524,0.33045935466404,0.32609194347136455,0.5176166315603489,0.555130788315146,0.14602816898432336,0.41388888888888886,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.514, 1.6357783130434789]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
1,5,-0.427298,101,8,92,2,5,0.412219,0.3883077598155893,-0.030971409347922665,-0.023616496298907236,-0.007153,-0.0028545151941747567,0.33434284980967105,0.32706281725777236,0.5178944093381266,0.55540311946983,0.1458735912501201,0.41388888888888886,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 1.0]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.17200000000000001, 3.0512251124999996]","[1.0, 0.0]"
2,4,-0.504027,100,54,46,17,37,0.411371,0.3874039120989816,-0.030971409347922665,-0.03676313731067338,-0.007715,-0.015577821990291266,0.3345293522291944,0.3242127727583605,0.5190315897108709,0.5563196104514884,0.14528328544159305,0.4166666666666667,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.32773720821295194]","[1.0, 0.0]","[1.0, 0.0]","[0.5860000000000001, 1.2892695666666667]","[0.17200000000000001, 1.0]","[1.0, 0.0]"
3,4,-0.602243,100,63,37,17,44,0.410554,0.3865052192885241,-0.02935983670797773,-0.03676313731067338,-0.007796,-0.01794857904530744,0.339889677679929,0.3242384256709819,0.5200501082293895,0.5573180432797119,0.144633577783709,0.4166666666666667,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.25420378847559233]","[1.0, 0.0]","[1.0, 0.0]","[0.6256, 1.6575977571428573]","[0.17200000000000001, 0.7756329830893652]","[1.0, 0.0]"
4,4,0.635903,101,42,58,15,27,0.411631,0.38748561144538685,-0.029515002993276987,-0.03676313731067338,-0.008119,-0.02071564169902913,0.33601179806827847,0.323823292790723,0.518730663784945,0.5558124528280429,0.14551796235957856,0.4166666666666667,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.15335674012599682]","[1.0, 0.0]","[1.0, 0.0]","[0.44056, -1.7821739214285721]","[0.17200000000000001, 0.4679259366435778]","[1.0, 0.0]"
5,6,0.527515,102,51,49,14,35,0.412493,0.3883515500969495,-0.03234917996787906,-0.03676313731067338,-0.008379,-0.02932976584951456,0.332139404864395,0.3208013621272926,0.5176583736101447,0.5545880391709331,0.14628469022181803,0.4166666666666667,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.8601976728325742]","[1.0, 0.7920421465007828]","[1.0, 0.7920421465007828]","[0.44056, 0.0]","[0.17200000000000001, 1.0]","[0.559, 1.6085191558265488]"
6,3,-0.200225,100,63,37,17,44,0.411755,0.3875730517813927,-0.03123827108831356,-0.03676313731067338,-0.008716,-0.02758023334142395,0.33677254577384313,0.32201968923085245,0.5183650081149457,0.5555517733539375,0.1457072425102871,0.4166666666666667,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.5347761447022095]","[1.0, 0.49240454714621434]","[0.667, 0.51981978328605]","[0.44056, 0.0]","[0.17200000000000001, 0.6216898296658102]","[0.559, 1.0]"
7,3,0.690898,101,49,51,14,33,0.412482,0.3883169917177526,-0.033917907399684456,-0.046958089229382625,-0.008465,-0.02092165953883495,0.3398914661621927,0.3213056068579294,0.5177379912778678,0.554864825849642,0.14611081360357323,0.42777777777777776,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.5347761447022095]","[1.0, 0.49240454714621434]","[0.5077, 2.051024104859218]","[0.44056, 0.0]","[0.17200000000000001, 0.6216898296658102]","[0.559, 1.0]"
8,6,-0.467403,100,63,37,16,44,0.4117,0.38733659956088984,-0.036699185660029214,-0.046958089229382625,-0.008141,-0.02252969101132686,0.34301014095567955,0.32319329229482263,0.5181778060926827,0.5553943154232492,0.1456331894127111,0.42777777777777776,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.26073615782244375]","[1.0, 0.2400774061989939]","[0.5077, 1.0]","[0.44056, 0.0]","[0.17200000000000001, 0.30311190794536413]","[0.6229, 1.2258788738860678]"
9,3,0.67476,101,49,51,13,33,0.412364,0.3879986382003958,-0.0385137026113539,-0.04144716869944109,-0.007971,-0.017039530380258905,0.3478626606334026,0.32390450669014087,0.5175639920941233,0.5547517280788561,0.1459911661809172,0.41388888888888886,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.21269324676091642]","[1.0, 0.19584105029719806]","[0.49177000000000004, 2.192972585003464]","[0.44056, 0.0]","[0.17200000000000001, 0.24726089534807916]","[0.6229, 1.0]"
10,6,-0.586396,100,76,24,18,56,0.411515,0.3870182460435331,-0.013882107319044348,-0.030625590669830623,-0.007647,-0.0034715604207119703,0.3485860201682959,0.32770141896360366,0.5460462188922385,0.567597856862455,0.14245525883468513,0.40733590733590735,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.0969885570915974]","[1.0, 0.08930392091376223]","[0.49177000000000004, 1.0]","[0.44056, 0.0]","[0.17200000000000001, 0.11275147579999892]","[0.74629, 1.543457036836343]"
11,2,0.3795,101,62,38,16,43,0.412166,0.38779342349407053,-0.013882107319044348,-0.030625590669830623,-0.007589,0.0015284939482200668,0.35504886399492447,0.32917181551700175,0.5452977965109305,0.5671575403348039,0.14276338432330482,0.40733590733590735,"[0.7986888514, 1.170583474081143]","[0.8262390000000002, 1.6415062550903665]","[0.0, 0.005284612805687725]","[0.658, 1.1834553048387098]","[0.49177000000000004, 0.6262724806035648]",0,"[0.17200000000000001, 0.016124543302553453]","[0.74629, 1.0]"
