,Unnamed: 0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0,0.8033073587454391,1.0,0.0488675733725626,-0.1449946926904523,-0.0396588065250173,-0.85939744519205,0.47784059076974,0.49765269076973995,0.0,0.4608705263348296,1.5391294736651706,0,-0.4827043127542536
1,1,0.511949620201806,0.02905905356956409,0.1772110186474226,-0.0234810351147852,-0.0745535802611113,-0.5749375191995173,0.06903963274075771,0.0,0.11011090000000001,0.5757073666643497,1.4242926333356505,1,-0.23186530449903442
2,2,0.2736688786909294,0.817449162607571,0.205353708780051,-0.3442774772009595,-0.0562796799709902,-0.8504456889630252,0.4274199370073221,0.4042662370073221,0.07982563333333334,0.1871419773153861,1.8128580226846138,2,-0.4245790993689211
3,3,0.177043081064974,0.5587697333892367,0.1171651906415419,-0.2162057919872751,-0.0800492438039194,-0.2384690054151774,0.519901260356695,0.28801546035669506,0.0,0.5038202907187574,1.4961797092812426,3,-0.23128367438368744
4,4,0.1241646154808748,0.3709390672959683,0.1738128300684323,-0.5350916031208307,-0.0432399032544515,-0.2325348069722174,0.229655138631791,0.18235303863179098,0.09706906666666662,0.7098134194282034,1.2901865805717962,4,-0.24663047103212918
5,5,0.5240846871438258,0.4702329652918807,0.0916322695296559,-1.0,-0.0032308125318191,-0.0615439430560165,0.7982374987279439,0.7099778987279438,-0.35613326,0.3182922804628276,1.6817077195371724,5,-0.358454112925533
6,6,0.314247971029264,0.5295969768351569,0.0640907935780445,-0.317682160474539,-0.4914074150959501,-0.0589868261360246,0.0689121902518802,0.0659877902518802,0.019098700000000003,0.520549081789726,1.479450918210274,6,-0.29600202385816315
7,7,0.3376510387834415,0.0673905211389368,0.6200877618558602,-0.5028712764168299,-0.9853622538888727,-0.7059400829820965,0.1290010564129134,0.1668791564129134,0.0628678,0.508674804847456,1.4913251951525441,7,-0.536550489177673
8,8,0.5101896670271775,0.7202858396276653,0.019666328353784,-0.3763256321025909,-0.0989562886452434,-0.19527128305568958,0.12121104621752389,0.08834249999999999,-0.20165165000000004,0.3287242382016192,1.6712757617983807,8,-0.3201158398020251
9,9,0.3095673596701082,0.447845380266405,0.0863881301055841,-0.2451123620869351,-0.7914821116926469,-0.4005037772621975,0.0354720284939098,0.09898719999999998,0.0,0.49035265138363066,1.5096473486163693,9,-0.3801498535139795
10,10,0.6991801376945425,0.1643604321970015,0.052667861247259,-0.3980160452734148,-0.1210460216421828,-0.3708476833276381,0.5666184472062876,0.7666184472062878,0.0,0.659330760214725,1.3406692397852749,10,-0.3010196968970064
11,11,0.0350770019672309,0.8590293713045936,0.8511512028202828,-0.7151061580879225,-0.5789862551860141,-1.0,0.3151576417020372,0.3476873417020372,-0.25487033333333337,0.5473176214164208,1.4526823785835792,11,-0.673224998227674
12,12,1.0,0.7498443935993961,0.23747748700314292,-0.7296533684511981,-0.2601527933115063,-0.9521497895124116,0.4683766673702215,0.26837666737022153,-0.07506324000000002,0.2953731443242589,1.7046268556757411,12,-0.6548796386462759
13,13,0.1295347692643554,0.143934943839507,0.2964496830497046,-0.1566764741000609,-0.529775353795463,-0.2153912495247398,0.2815113949244851,0.05,0.09018535000000003,0.6763029034439989,1.3236970965560009,13,-0.24529374559563843
14,14,0.8628247496635529,0.0377387689321137,0.2617051864221302,-0.2412740474234397,-0.3395426504162251,-0.35562357958897867,0.28280457946775256,0.05,0.060033366666666664,0.3815657097397245,1.6184342902602755,14,-0.34978483040774005
15,15,0.0490846441354473,0.4449982139063858,0.3661820013952213,-0.5487951221062882,-0.5483966578881684,-0.1513365561797842,0.450818237636258,0.385459937636258,0.0,0.6646547839056753,1.3353452160943247,15,-0.3514655326018825
16,16,0.0483950918983097,0.0294140310807838,0.115435124152496,-0.2037275791511111,-1.0,-0.8114982290976888,0.361262622905427,0.19764502290542701,0.0,0.47840495041708836,1.5215950495829116,16,-0.3680783425633982
17,17,0.6020016209028428,0.5259397081130103,0.5538658331854193,-0.7682361047109633,-0.0523588067211441,-0.2169917590203057,0.0514756611447593,0.0784592,0.0,0.5856378478152843,1.4143621521847156,17,-0.45323230544228094
18,18,0.2028545896168714,0.4300449430179764,0.0050869485385515,-0.770365912842241,-0.3509390924744942,-0.129840332436551,0.7245051309426596,0.6744454309426595,0.0,0.6734601956579941,1.326539804342006,18,-0.31485530315444754
19,19,0.1141323331993491,1.0,0.2582522591288932,-0.0550818809744638,-0.3474221401490118,-0.6947864964527849,0.1915204560349732,0.1560234560349732,0.0,0.5049748946440401,1.4950251053559598,19,-0.41161251831741713
20,20,0.3531359097346235,0.1162443179277683,0.2969668359768834,-0.3554119988825823,-0.4228251990944688,-0.3729798109607581,0.5725820767488967,0.5733296767488968,0.0,0.5314156265317579,1.468584373468242,20,-0.3195940120961807
21,21,0.0980576890734255,0.1904159464273854,0.1384222320443622,-1.0,-0.2227282501225902,-0.1831574308446008,0.1020832451307329,0.016803795130732907,-0.02324630000000002,0.4457645746614259,1.5542354253385742,21,-0.30546359141872736
22,22,0.2819890980753141,0.17140565055665324,0.8318213903723156,-0.2643852275493903,-0.2622366266854916,-0.47086611824487207,0.02307278554992956,0.05000000000000002,-0.11149926190476195,0.3952139172644173,1.6047860827355829,22,-0.3804506852473395
23,23,1.0,0.7182967504472801,1.0,-1.0,-0.6997729395327299,-0.1976272097991354,0.1280797273428967,0.05,0.0,0.550471101194259,1.4495288988057409,23,-0.7692828166298575
24,24,0.5774843413018825,0.216006421524503,0.0553418029415537,-0.2813551700461295,-0.3020826644399783,-0.0040090448508487,0.42698136325263875,0.21301839658597216,-0.05508106666666665,0.33518018762154156,1.6648198123784583,24,-0.23937990751748262
25,25,0.0931909004796766,0.5785041232736171,0.7732894717538841,-0.0375288760263405,-0.7233698676738037,-0.8313381350915247,0.3368897067649995,0.3322717067649995,0.0,0.6855919432891588,1.3144080567108412,25,-0.5062035623831411
