,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,6,0.242351,100,86,14,23,58,0.423484,0.4008343222294821,-0.008682417240305771,-0.07131611604689789,0.018616,-0.0021752645307443366,0.3034722665684731,0.3019140166718722,0.5000747385643427,0.5286547191011519,0.1680248081893505,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0.874, 0.9128992662790698]"
1,2,0.414138,101,95,5,27,64,0.424873,0.40231864846253373,-0.010114091091570746,-0.07131611604689789,0.018826,-0.010235068074433657,0.30466691911169813,0.30044070400207895,0.498853204609872,0.527097195530804,0.16902432535281395,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1.0, 1.0]","[0.9550000000000001, 1.4608811136842108]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]"
2,4,0.671945,102,84,16,25,57,0.426272,0.40394986719763587,-0.015589506613533404,-0.07131611604689789,0.018667,-0.025893962508090628,0.3043902191116981,0.302254770810784,0.4973211048699461,0.5259464526817613,0.16999163302611778,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1.0, 0.6845183982686243]","[0.9550000000000001, 1.0]","[1.0, 0.6845183982686243]","[0.856, 2.4976164041125757]","[1.0, 0.6845183982686243]","[0.0, 0.0]"
3,3,0.522019,100,85,15,24,57,0.427281,0.40501890072514185,-0.015589506613533404,-0.07131611604689789,0.018793,-0.027955159498381888,0.3065840909609601,0.3025522138204928,0.4964861407044353,0.5245805445624817,0.17100468806467325,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1.0, 0.27406866688635456]","[0.9550000000000001, 0.4003817393068847]","[0.865, 1.648907611394518]","[0.856, 1.0]","[1.0, 0.27406866688635456]","[0.0, 0.0]"
4,3,-0.562806,101,93,7,28,62,0.425829,0.40354831248984774,-0.011994881027265033,-0.07634527842959456,0.018308,-0.0031566871081830897,0.30545495795125144,0.3080314181200767,0.49803728624879445,0.5261955594767871,0.16989940559730668,0.4527777777777778,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1.0, 0.16621226379964887]","[0.9550000000000001, 0.24281635704760493]","[0.9235000000000001, -1.7987693580645159]","[0.856, 0.6064621165489543]","[1.0, 0.16621226379964887]","[0.0, 0.0]"
5,2,-0.707494,101,91,9,24,62,0.424778,0.4024366121396812,-0.011065024899556613,-0.07634527842959456,0.018599,0.018875346370781317,0.3097143753834656,0.3106182989938631,0.49912667614029993,0.5278764889927473,0.16893078064302933,0.4527777777777778,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[1.0, 0.8169615451169601]","[0.9145000000000001, -2.2608971286651696]","[0.9235000000000001, 0.0]","[0.856, 1.0]","[1.0, 0.8169615451169601]","[0.0, 0.7478570678331844]"
6,1,0.598915,100,89,11,24,61,0.425882,0.4037596022693812,-0.011065024899556613,-0.07634527842959456,0.018907,0.02527714727693018,0.30971818509220345,0.31103466587511586,0.4981481718153196,0.5265711722039648,0.1699515741726234,0.4527777777777778,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.901, 2.229450234455683]","[0.9145000000000001, 0.0]","[0.9235000000000001, 0.6933359255005556]","[0.856, 1.0]","[1.0, 0.9438686816354842]","[0.0, 0.9226768210654873]"
7,1,-0.651672,100,87,13,25,59,0.424674,0.40237071338049224,-0.020276389857904926,-0.07634527842959456,0.018826,0.03234357986592695,0.31296392493411473,0.3138117809948705,0.4992655650291888,0.5277493279013984,0.16890471624286504,0.4527777777777778,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.8731, 2.437204506896551]","[0.9145000000000001, 0.0]","[0.9235000000000001, 0.31098963986062356]","[0.856, 0.4485410728372453]","[1.0, 0.4233638710782564]","[0.0, 0.4138584512027727]"
8,3,0.287267,101,93,7,28,62,0.425983,0.4037216748872095,-0.022528003048186442,-0.07131611604689789,0.019286,0.020388174778085983,0.3137766802739205,0.30879161907855057,0.4979226635180303,0.5262678725952848,0.16991799408509908,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.8731, 1.0]","[0.9145000000000001, 0.0]","[0.9293500000000001, 0.9569102058852108]","[0.856, 0.18403916108312202]","[1.0, 0.1737088003408269]","[0.0, 0.1698086680997342]"
9,2,-0.636562,101,95,5,27,64,0.424545,0.4021724752961834,-0.022528003048186442,-0.07131611604689789,0.019107,0.033367449842810905,0.31406798191906027,0.31087984645719136,0.49917294766504744,0.5278500622955475,0.16888995751295563,0.4583333333333333,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.8731, 1.0]","[0.9464500000000001, -2.1055313368421054]","[0.9293500000000001, 0.9569102058852108]","[0.856, 0.18403916108312202]","[1.0, 0.1737088003408269]","[0.0, 0.1698086680997342]"
10,4,-0.703844,102,93,7,25,62,0.423027,0.40055427515858777,-0.02936324246581137,-0.04511936224600315,0.019319,0.060322149542302354,0.31319540619090497,0.31475470853532356,0.5342631875178773,0.5198615554836663,0.16378601900219422,0.4215500945179584,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.8731, 1.0]","[0.9464500000000001, 0.0]","[0.9293500000000001, 0.9861248239218846]","[0.9226000000000001, -2.541805903592473]","[1.0, 0.7339292024341971]","[0.0, 0.7326733361047146]"
11,5,0.689042,101,96,4,22,65,0.424143,0.40176927800799134,-0.02936324246581137,-0.04511936224600315,0.019572,0.06847201626290646,0.3149206304553206,0.31450719221758,0.5331007527848544,0.5186190336500097,0.1646419034233325,0.4215500945179584,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.8731, 1.0]",0,"[0.9293500000000001, 0.9960824572391046]","[0.9226000000000001, 0.0]","[0.964, -2.3632989137624785]","[0.0, 0.9245224975134481]"
12,4,0.460735,101,95,5,21,64,0.425406,0.4030683862770713,-0.028149671118678374,-0.031919175301344575,0.019742,0.07744928049545388,0.3222140609341506,0.31706428776543016,0.532122629925789,0.5174211732741589,0.16548750491139885,0.42722117202268434,"[0.9472695999999999, 1.377739829579777]","[0.969966, 1.4327766373251085]","[0.9057053941908714, 1.0]",0,"[0.9640560165975105, 0.9988352082698136]","[0.9507053941908715, -1.6309169852343168]","[1.0, 0.0]","[0.0, 0.9775584911059492]"
