,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
0,6,0.376236,102,2,98,0,2,0.418037,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002674,0.0,0.3056114804532702,0.3046406066668624
1,2,0.611343,101,5,95,0,4,0.418037,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002674,0.0,0.3080386649192896,0.3046406066668624
2,2,0.206009,101,5,95,0,4,0.418037,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002674,0.0,0.310465849385309,0.3046406066668624
3,2,-0.649171,101,5,95,0,4,0.418037,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002674,0.0,0.3080386649192896,0.3046406066668624
4,3,0.275967,101,4,96,0,4,0.418037,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002674,0.0,0.3099804124921051,0.3046406066668624
5,4,0.543145,100,14,86,1,13,0.41809,0.39746576907164033,-0.022962067755643044,-0.050384126526957715,-0.002593,0.0013594844660194175,0.3128815561814255,0.3051260435600663
6,4,-0.573389,101,6,94,1,5,0.417981,0.3973840697252351,-0.022962067755643044,-0.050384126526957715,-0.002512,0.005680407766990293,0.3157941775406488,0.3056114804532702
7,4,0.644909,101,6,94,1,5,0.41809,0.39746576907164033,-0.022962067755643044,-0.050384126526957715,-0.002593,0.0008205271844660193,0.3128815561814255,0.3051260435600663
8,5,-0.522249,101,2,98,0,2,0.41809,0.39746576907164033,-0.022962067755643044,-0.050384126526957715,-0.002593,0.0008205271844660193,0.31385242996783325,0.3051260435600663
9,1,0.488092,101,4,96,0,4,0.41809,0.39746576907164033,-0.022962067755643044,-0.050384126526957715,-0.002593,0.0008205271844660193,0.3157941775406488,0.3051260435600663
10,3,-0.332976,100,13,87,1,12,0.418045,0.3973840697252351,-0.030760868359457353,-0.06852944956940449,-0.002674,0.0012946354368932036,0.3176147736571537,0.30560015181249345
11,3,-0.624082,101,7,93,1,6,0.417952,0.39730237037882987,-0.030760868359457353,-0.06852944956940449,-0.002593,-8.541601941747583e-05,0.3142167154047265,0.3051147149192896
12,5,0.680812,102,4,96,0,4,0.417952,0.39730237037882987,-0.030760868359457353,-0.06852944956940449,-0.002593,-8.541601941747583e-05,0.3161584629775421,0.3051147149192896
13,5,-0.438912,100,23,77,2,21,0.417828,0.3971389716860194,-0.030760868359457353,-0.06852944956940449,-0.002593,1.2536245954692446e-05,0.31638671443385274,0.3052126671846617
14,1,0.326125,101,4,96,0,4,0.417828,0.3971389716860194,-0.030760868359457353,-0.06852944956940449,-0.002593,1.2536245954692446e-05,0.3183284620066683,0.3052126671846617
15,1,-0.397326,100,21,79,2,19,0.417686,0.39699339734257355,-0.030760868359457353,-0.06852944956940449,-0.002738,0.000139624352750809,0.319462436298794,0.30533975529145785
16,6,-0.250551,102,2,98,0,2,0.417686,0.39699339734257355,-0.030760868359457353,-0.06852944956940449,-0.002738,0.000139624352750809,0.3184915625123862,0.30533975529145785
17,6,-0.620212,101,3,97,0,3,0.417686,0.39699339734257355,-0.030760868359457353,-0.06852944956940449,-0.002738,0.000139624352750809,0.31994787319199786,0.30533975529145785
