,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,6,0.744778,102,56,44,10,46,0.423655,0.3997309700357198,-0.01822171177811682,-0.0054884742041713085,0.002728,-0.0021579546440129455,0.28524087065081266,0.27664057355768085,0.5292774837168653,0.524314322097637,0.16317672792067234,0.40555555555555556,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0.6040000000000001, 2.6783183607142864]"
1,4,0.71861,102,53,47,10,43,0.424123,0.4002211661141512,-0.01822171177811682,-0.0006730984967467958,0.002728,-0.0005085434061488674,0.29201334283257274,0.27738488019971863,0.5290460022353838,0.5237442732381145,0.16352366182898706,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.5770000000000001, 2.182992028301886]","[1.0, 0.0]","[0.0, 1.0]"
2,4,0.736749,102,53,47,10,43,0.424603,0.4007113621925826,-0.014002029031415777,-0.0038078860090897293,0.002728,0.001090109466019417,0.2999164539298688,0.2781611565751232,0.5288145207539025,0.5231742243785918,0.16388086561235818,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.5347000000000001, 2.3756257509433962]","[1.0, 0.0]","[0.0, 0.45808687665153025]"
3,3,-0.272144,102,61,39,10,51,0.424119,0.4003845648069616,-0.021517359622803284,-0.0006730984967467958,0.002728,0.001556003284789647,0.3064769888813251,0.27803236097641765,0.5295784096427912,0.5237551180042741,0.16357561257612963,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.0]","[1.0, 0.0]","[0.649, 0.8249687852459018]","[0.5347000000000001, 1.0]","[1.0, 0.0]","[0.0, 0.1928278797574143]"
4,2,-0.423697,101,42,58,9,33,0.423671,0.39987385000537795,-0.021517359622803284,-0.0006730984967467958,0.002625,0.0068935976583448955,0.3072883079506825,0.27984510220619113,0.5299537632215493,0.5242363239086787,0.16321472499482384,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.0]","[0.478, -1.4593445571428572]","[0.649, 0.8249687852459018]","[0.5347000000000001, 1.0]","[1.0, 0.0]","[0.0, 0.1928278797574143]"
5,6,-0.396523,101,49,51,10,39,0.4231,0.3992202552341362,-0.021517359622803284,-0.0006730984967467958,0.002463,-0.00021719873092926198,0.30814952639728443,0.2778795078233895,0.5304398743326604,0.5248668571882583,0.1627868515245828,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.5933875970751534]","[0.478, 0.0]","[0.649, 0.9288301371819814]","[0.5347000000000001, 1.0]","[1.0, 0.5933875970751534]","[0.441, 1.5688761069920338]"
6,3,0.402588,101,28,72,5,23,0.423336,0.39946535327335186,-0.021517359622803284,-0.0006730984967467958,0.00222,5.7672385575590315e-05,0.3134641079506824,0.27836494471659334,0.5302083928511789,0.5245857055031323,0.16292759537371498,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[1.0, 0.37822463764384834]","[0.06618962432915917, 0.0]","[0.28920930232558145, 1.3765604721211724]","[0.1676207513416817, 0.6373989606593439]","[1.0, 0.37822463764384834]","[0.0, 1.0]"
7,1,0.496177,100,49,51,10,39,0.423811,0.3999935468564366,-0.025289091720138643,-0.0006730984967467958,0.002183,0.0009224652253814148,0.3166371358031226,0.27766413015348657,0.5299945880237383,0.5242594650625915,0.16317013915638373,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.541, 1.648606078381979]","[0.06618962432915917, 0.0]","[0.28920930232558145, 1.0]","[0.1676207513416817, 0.46303738453070775]","[1.0, 0.2747606409626405]","[0.0, 0.7264482892343102]"
8,3,-0.414313,101,28,72,5,23,0.423575,0.39974844881722094,-0.025289091720138643,-0.0006730984967467958,0.002425,0.0005725486396209011,0.31110802803613236,0.27717869326028266,0.5302260695052198,0.5245406167477172,0.1630297386865655,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.541, 1.0]","[0.06618962432915917, 0.0]","[0.2809209302325582, -1.3150407496155045]","[0.1676207513416817, 0.28086599376435323]","[1.0, 0.16666239713995462]","[0.0, 0.44064394688346736]"
9,1,-0.311016,100,49,51,10,39,0.423115,0.3992429075217554,-0.021517359622803284,-0.0006730984967467958,0.002441,-9.64802034211706e-05,0.30927747657982163,0.27773810600300114,0.5304579823124478,0.5248724516392348,0.16279158030185767,0.41944444444444445,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.4951, 1.1346307979591836]","[0.06618962432915917, 0.568042160741194]","[0.2809209302325582, 0.0]","[0.1676207513416817, 0.6893644285289212]","[1.0, 0.6400332896954617]","[0.0, 0.7583817679194486]"
10,2,0.666124,101,56,44,9,46,0.423491,0.39971425901661894,-0.016201508842808233,0.014744038122934707,0.002459,-0.011740319667128985,0.3097016600749673,0.27590725370422015,0.5504835319203647,0.6077480662196877,0.13742050170384473,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.4951, 1.0]","[0.510618962432916, 2.6925135366374264]","[0.2809209302325582, 0.0]","[0.1676207513416817, 0.6075671749514064]","[1.0, 0.5640894737271936]","[0.0, 0.6683951901213332]"
11,4,-0.556971,102,53,47,9,43,0.423018,0.39917681414054623,-0.016201508842808233,0.014744038122934707,0.002128,-0.01648581203575281,0.30002632415263714,0.2753807614280605,0.5508195596532629,0.6082863258338396,0.13704519368659274,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.4951, 0.37140017548393106]","[0.510618962432916, 1.0]","[0.2809209302325582, 0.0]","[0.4937620751341682, -1.8863241444604777]","[1.0, 0.20950292953091804]","[0.0, 0.2482420909036786]"
12,6,-0.549906,102,58,42,9,48,0.422465,0.3986049187157097,-0.016201508842808233,0.014744038122934707,0.001724,-0.016836419539220215,0.29050247583076305,0.2757113664766042,0.5514332057545239,0.6085480517098639,0.13667533801378595,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.4951, 0.7822144038387037]","[0.510618962432916, 1.0]",0,"[0.4937620751341682, 0.0]","[1.0, 0.7261232519617631]","[0.522, -1.7803575639906348]"
13,5,0.340964,101,62,38,10,52,0.422787,0.3989918101324279,-0.016201508842808233,0.014744038122934707,0.001575,-0.016351266932264064,0.287345785749144,0.27582027405866616,0.5514913706171554,0.6082539094765982,0.1369275980894165,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.0026428775880162985, 0.9216699323202482]","[0.03329834939414195, 1.0]",0,"[0.0, 0.6403340300717636]","[0.658, -0.9974613662352992]","[0.05577994748875387, 0.0]"
14,2,-0.471765,100,72,28,12,60,0.421934,0.398024992767967,-0.016201508842808233,0.014744038122934707,0.001103,-0.005837003210581227,0.2963834598714806,0.27903141046643315,0.5525188889397945,0.6092167994285346,0.1363760598304486,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.004016531288778569, 0.9607851901399306]","[0.6530605394216021, 1.8425554125000005]",0,"[0.0, 0.8199384598831494]","[1.0, 0.0]","[0.0847719566698387, 0.4993645349523116]"
15,5,0.375692,101,62,38,10,52,0.42219,0.3983534872245023,-0.013683260902417445,0.014744038122934707,0.00094,-0.0053518378275661735,0.29671572893450354,0.279158678335134,0.5526257134690845,0.6089655025569097,0.13658597716365672,0.4056795131845842,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.004016531288778569, 1.0]",0,0,"[0.0, 0.8534045573326665]","[0.658, -1.211299562903226]","[0.0847719566698387, 0.5197462867632079]"
16,1,-0.498056,100,61,39,9,51,0.421571,0.39761819310685526,-0.01088399256702947,0.009505967955962433,0.001021,-0.005651282835656787,0.30043555760766183,0.2787455583108622,0.5533356526171573,0.609437694155402,0.13618979439641096,0.39553752535496955,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]","[0.549, 1.7395215754098359]",0,0,0,"[1.0, 0.0]",0
17,5,-0.30525,101,62,38,10,52,0.421172,0.3971843996363855,-0.013066241956595356,0.009505967955962433,0.001127,-0.0060058564143758006,0.3036406411028075,0.27862098480184694,0.5533716305666446,0.6098162334981518,0.13589272369088337,0.39553752535496955,"[0.8573110000000002, 1.2369529081578958]","[0.7930287400000002, 1.5152410554220115]",0,0,0,0,"[0.658, 0.9930898887096772]",0
