,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,4,-0.641602,100,50,50,9,40,0.440214,0.4154011481148844,-0.008759789288102107,-0.044209920713399596,0.010405,0.00020357925566343095,0.2597846685667472,0.26134357371063055,0.48800976438422183,0.5154602633374326,0.17099379685488234,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1, 1]","[1, 1]","[1, 1]","[0.55, 2.247304942]","[1, 1]","[1, 1]"
1,6,0.794457,102,51,49,10,41,0.440689,0.415977217172484,-0.008759789288102107,-0.044209920713399596,0.010497,0.0024754355177993535,0.2648057563770162,0.2611713291313425,0.48727461500787383,0.5149325382567843,0.17138902486707844,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]","[1.0, 0.0]","[0.559, 2.4791345823529416]"
2,6,-0.614952,102,51,49,10,41,0.440234,0.41542055095149205,-0.008759789288102107,-0.044209920713399596,0.010389,0.0004930075404530747,0.260370198124589,0.26123002646143956,0.48797441589241647,0.5154301972130908,0.1710207436725411,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.40336656473522386]","[1.0, 0.0]","[0.5149, -1.8572429529411774]"
3,5,0.636431,102,51,49,10,41,0.440867,0.4161404118760237,-0.008759789288102107,-0.044209920713399596,0.010617,0.009284918122977348,0.26622380394983175,0.26320221981095415,0.4870935018048856,0.5148492283492875,0.17148229110426286,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.8215673420901856]","[1.0, 0.8215673420901856]","[1.0, 0.8215673420901856]","[0.0, 1.0]","[0.559, 2.5849599224443125]","[0.5149, 0.0]"
4,5,-0.439453,102,51,49,10,41,0.440251,0.4154410606459007,-0.008759789288102107,-0.044209920713399596,0.010409,0.0030642243042071195,0.26052922239643367,0.26120619508603504,0.48794536049200415,0.5154170124095423,0.17103459473027774,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.3178259496237449]","[1.0, 0.3178259496237449]","[1.0, 0.3178259496237449]","[0.0, 0.386853193087191]","[0.5149, -1.6623393941176465]","[0.5149, 0.0]"
5,6,-0.41043,102,51,49,10,41,0.439822,0.4149013915826524,-0.007721268585284914,-0.044209920713399596,0.010278,0.0018905455987055023,0.25743582617152033,0.2615096054420221,0.4886106775007319,0.5158828695581504,0.1707019767501121,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.966314906712794]","[1.0, 0.966314906712794]","[1.0, 0.966314906712794]","[0.0, 1.0]","[0.5149, 0.0]","[0.51049, -1.2005012111173263]"
6,5,0.410922,102,51,49,10,41,0.440427,0.4155977721747879,-0.008759789288102107,-0.044209920713399596,0.010483,0.0075797059870550175,0.26309140869579223,0.2634243077397567,0.4877630272174288,0.5153169951937445,0.17114025569920205,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.9846920814598861]","[1.0, 0.9846920814598861]","[1.0, 0.9846920814598861]","[0.0, 1.0]","[0.51049, 1.6714419842589314]","[0.51049, 0.0]"
7,4,0.528922,102,51,49,10,41,0.440991,0.4162513669460297,-0.008759789288102107,-0.044209920713399596,0.010644,0.012875126860841425,0.2691152329676369,0.2639862963319897,0.4869296938840955,0.5147308771217615,0.1715806025957212,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.459, 1.9928561941176477]",0,0
8,4,-0.657416,102,51,49,10,41,0.440343,0.4155160728283826,-0.008759789288102107,-0.044209920713399596,0.010402,0.0060539084627831705,0.2632441310258893,0.26341466976241046,0.4878324716618732,0.5153300773496838,0.17110677790591905,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.459, -2.299104570588235]",0,0
9,3,-0.651166,102,51,49,10,41,0.439821,0.41496595130589625,-0.002298850574712651,-0.044209920713399596,0.010342,0.012831963478964401,0.26839381937540385,0.26459155519930366,0.488589157565634,0.5158139283786128,0.17072240454206722,0.43333333333333335,"[0.8094323000000003, 1.492794634291835]","[0.7058524356490004, 1.7610566339075375]","[1.0, 1.0]","[1.0, 1.0]","[0.559, 2.661199105882353]","[0.0, 0.0]",0,0
