,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,6,0.517069,102,49,51,10,39,0.423685,0.3998908560005688,-0.01822171177811682,-0.0054884742041713085,0.00257,-0.015292677443365694,0.278727149466697,0.273319466733771,0.5295708497459523,0.524368903804814,0.16325371369786051,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0.541, 2.236073812244898]"
1,3,0.296359,101,57,43,9,47,0.424319,0.4005173176402213,-0.01822171177811682,-0.0054884742041713085,0.002825,-0.018007766270226537,0.2788562744954599,0.2719597937240623,0.5291404557315531,0.5238821911362596,0.16358442551053343,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.0]","[1.0, 0.0]","[0.6130000000000001, 0.9971322631578949]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]"
2,3,-0.646659,101,57,43,9,47,0.423633,0.39982635841724734,-0.01822171177811682,-0.0054884742041713085,0.002555,-0.011933469021035599,0.27842479002944054,0.2731050878988196,0.5296144367981823,0.5244364805824054,0.16320411813313257,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.0]","[1.0, 0.0]","[0.5743000000000001, -2.115186094736842]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]"
3,3,-0.626627,101,57,43,9,47,0.422963,0.3991390874332485,-0.01779426505487351,-0.0054884742041713085,0.002286,-0.006229549433656957,0.27997412137647815,0.2742449792904053,0.5300185432758502,0.5249383267038146,0.16283499043049174,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.6789918901828959]","[1.0, 0.6789918901828959]","[0.5704300000000001, -2.104448163157895]","[1.0, 0.6789918901828959]","[1.0, 0.6789918901828959]","[0.0, 1.0]"
4,6,0.744413,101,57,43,9,47,0.423467,0.3997148070700318,-0.01779426505487351,-0.0054884742041713085,0.002687,0.0038139097249190934,0.2818194910117005,0.27604254854606874,0.5297586007162975,0.5246315154159505,0.16309379508707167,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.0]","[1.0, 0.0]",0,"[1.0, 0.0]","[1.0, 0.0]","[0.5130000000000001, -2.840575305263157]"
5,2,-0.319546,101,57,43,9,47,0.42275,0.39898014260798165,-0.01779426505487351,-0.0054884742041713085,0.002445,0.008367363713592231,0.2838127326902556,0.277556972680373,0.5302001210760424,0.525192776642285,0.16268485820947345,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]","[0.6130000000000001, -1.2296546157894737]",0,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]"
6,4,-0.693899,101,57,43,9,47,0.422064,0.39827144946644627,-0.01779426505487351,-0.0054884742041713085,0.002175,0.0011682874029126248,0.2853287239523915,0.275106299864839,0.5305941769130141,0.5256848989033042,0.16229391400657497,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]","[0.6130000000000001, 0.0]",0,"[0.6130000000000001, 2.449130294736842]","[1.0, 1.0]","[0.0, 0.551500042688934]"
7,4,0.569193,101,57,43,9,47,0.422742,0.39897024057470365,-0.01779426505487351,-0.0054884742041713085,0.002454,0.006889629822006477,0.2836795608455954,0.2776399925832856,0.5302085378043288,0.5251963838115506,0.16268144660620765,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.4083082072640197]","[0.6130000000000001, 0.0]",0,"[0.5743000000000001, -1.8014049105263155]","[1.0, 0.4083082072640197]","[0.0, 0.22518199373634898]"
8,2,0.471959,101,57,43,9,47,0.42346,0.3997055346923507,-0.01779426505487351,-0.0054884742041713085,0.002697,0.0003070709951456298,0.28561771327277985,0.2762584455687225,0.5297666606397456,0.5246369921574692,0.16309065295812147,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]","[0.5743000000000001, 2.0148697800346635]",0,"[0.5743000000000001, 0.0]","[1.0, 1.0]","[0.0, 0.9171267020803167]"
9,2,0.593158,101,57,43,9,47,0.424079,0.40035912946359253,-0.01822171177811682,-0.0054884742041713085,0.002859,-0.008145840671521038,0.28708858414656635,0.2749021464425089,0.5293962902693752,0.524151930013448,0.16345075520545269,0.40555555555555556,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.4963099898112503]","[0.5704300000000001, 2.568209800000001]",0,"[0.5743000000000001, 0.0]","[1.0, 0.4963099898112503]","[0.0, 0.4551791441651076]"
10,6,0.454089,101,73,27,12,61,0.424719,0.401133496758537,-0.01622699622340832,0.0003337644457424512,0.002901,0.0004649490857605177,0.2889489279305286,0.27729100984056715,0.5503018713338024,0.5525501189310595,0.15199997403084176,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]",0,0,"[0.5743000000000001, 0.0]","[1.0, 1.0]","[0.657, -1.545079073627585]"
11,4,0.54256,101,73,27,12,61,0.425642,0.4021138889153998,-0.015559772296015144,0.0003337644457424512,0.003063,0.007289126917475728,0.29125916676548,0.2809095668931379,0.5496199069726369,0.5517532803683579,0.15261486934687604,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]",0,0,"[0.657, -1.7259871182693816]","[1.0, 1.0]","[0.19426826403570568, 0.0]"
12,5,0.66056,101,73,27,12,61,0.426363,0.4029384910920648,-0.020852987604965473,0.0003337644457424512,0.003226,0.013862885509708735,0.29579324857557304,0.28332103110025764,0.5490994170290939,0.5511530735808813,0.153110521111718,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 1.0]",0,0,"[0.5743000000000001, 0.0]","[0.757, -2.160930968493152]","[0.0, 0.6331604088302297]"
13,1,-0.595007,101,73,27,12,61,0.425457,0.4019963322930372,-0.01622699622340832,0.0003337644457424512,0.003027,0.025802419296116506,0.3038714191697194,0.2872228637539793,0.5497582465877253,0.551918682038605,0.15250640305846128,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[0.757, -2.0058192109589044]",0,0,0,"[0.757, 0.0]","[0.0, 0.8839457125681406]"
14,5,0.462527,101,73,27,12,61,0.42616,0.40280166314052696,-0.0215256779934292,0.0003337644457424512,0.0032,0.030568849943365693,0.312070842042015,0.2896736911326201,0.5492595984038113,0.551338602429598,0.1529900102682026,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.0]",0,0,0,"[0.757, -1.5424808929191167]","[0.0, 1.0]"
15,5,0.085407,101,73,27,12,61,0.426715,0.4034443473435022,-0.022596174088784733,0.0003337644457424512,0.00339,0.03148044740291262,0.3188722095239083,0.29058528859216703,0.5489230847600998,0.5509288065961504,0.1533633990143856,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[1.0, 0.6066833765457081]",0,0,0,"[0.7327, -0.3028316671232877]","[0.0, 1.0]"
16,1,0.200725,101,73,27,12,61,0.427622,0.40435770339509836,-0.021144499901675242,0.0003337644457424512,0.003619,0.027553366577669897,0.3167532949608016,0.2881402480581864,0.5482893680207555,0.550168533645717,0.15396914321108646,0.40081799591002043,"[1, 1]","[0.9490000000000001, 1.1373415346938776]","[0.757, 0.7659394529399441]",0,0,0,"[0.7327, 0.0]","[0.0, 1.0]"
