,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,6,-0.627858,102,24,76,2,22,0.417966,0.39730237037882987,-0.022962067755643044,-0.050384126526957715,-0.002593,-0.0013291409708737865,0.29636887614461804,0.3037924484144352,0.5020465739794561,0.5623423698064137,0.1435850277580137,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0.316, -1.8901033999999999]"
1,5,-0.553512,100,41,59,6,35,0.417591,0.39690554444221754,-0.017006434281505237,-0.050384126526957715,-0.00272,0.001019821601941748,0.3007463347162133,0.3047365287370444,0.5025227649144656,0.5629632754333648,0.14323043579045855,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[0.4690000000000001, 1.8199955536585368]","[0.0, 0.0]"
2,5,-0.460099,102,24,76,2,22,0.417511,0.39682384509581226,-0.017006434281505237,-0.050384126526957715,-0.002639,0.0030899711165048548,0.2980465043547566,0.3052854369894716,0.5025690612107618,0.5630525611476506,0.14319425134654043,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1.0, 0.5494518917861145]","[1.0, 0.5494518917861145]","[1.0, 0.5494518917861145]","[1.0, 0.5494518917861145]","[0.2629, -1.1445279875]","[0.0, 0.0]"
3,4,0.365263,100,43,57,6,37,0.417856,0.39720654103372943,-0.022962067755643044,-0.050384126526957715,-0.002694,0.0035991717013407316,0.2967567674615527,0.3057946375743074,0.5021036633014879,0.5624687161881672,0.14355900669009897,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[0.487, 1.455212381395349]","[0.2629, 0.0]","[0.0, 0.675644381314808]"
4,1,-0.645927,102,48,52,7,41,0.417693,0.39696144299451375,-0.022962067755643044,-0.050384126526957715,-0.002775,0.002883439055709663,0.30016965728765904,0.30641686038984145,0.5022209914340579,0.56275334682412,0.1434025369569271,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[0.532, 2.158874741732536]","[1.0, 0.6871849173253578]","[1.0, 0.6871849173253578]","[0.487, 1.0]","[0.2629, 0.0]","[0.0, 0.46429262831515883]"
5,1,-0.479906,101,68,32,13,54,0.416834,0.39606642245066626,-0.022962067755643044,-0.050384126526957715,-0.003014,0.009011756716366158,0.2990001734874951,0.3083335973851585,0.5032108085132888,0.5635546948031291,0.14288983837068486,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[0.6652000000000001, -1.5440305426470584]","[1.0, 0.31830698837760246]","[1.0, 0.31830698837760246]","[0.487, 0.46320427057175256]","[0.2629, 0.0]","[0.0, 0.21506232823056498]"
6,2,-0.45019,101,44,56,6,38,0.41641,0.3955762263722349,-0.022962067755643044,-0.050384126526957715,-0.002853,0.009431725840268147,0.29509278655373317,0.3086936641458186,0.5035117344392148,0.5639595148508062,0.14261103783921283,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[0.6652000000000001, 0.0]","[0.496, -1.6843233236795743]","[1.0, 0.92781249047699]","[0.487, 1.0]","[0.2629, 0.7692326440726902]","[0.0, 0.8763762262855207]"
7,3,-0.182021,100,42,58,6,36,0.416269,0.39537884807913193,-0.022962067755643044,-0.050384126526957715,-0.003031,0.00844942495030051,0.29706615439089523,0.3086992195665306,0.5035174689513152,0.5639120665425422,0.14262319416494348,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[0.6652000000000001, 0.6274666351930974]","[0.496, 0.0]","[0.478, 0.7473149244180363]","[0.487, 1.0]","[0.2629, 0.9140314604088072]","[0.0, 0.9539460196080178]"
8,6,-0.441012,102,24,76,2,22,0.4162,0.3952971487327267,-0.022962067755643044,-0.050384126526957715,-0.00295,0.0075158278629218695,0.2885843213811865,0.3079590050034238,0.5036100615439079,0.5639816850332134,0.14255784069651603,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1.0, 0.6274666351930974]","[0.7456404088995789, 0.0]","[0.718580877931449, 0.7473149244180363]","[0.732110643415514, 1.0]","[0.395219482862297, 0.9140314604088072]","[0.216, -1.308866548039198]"
9,4,0.713456,100,43,57,6,37,0.416587,0.3957056454647529,-0.022962067755643044,-0.050384126526957715,-0.003031,0.008520764388580676,0.290208309730701,0.30882762058594815,0.5031008022846486,0.5633565721900554,0.1429420836550616,0.45555555555555555,"[0.7765702510000002, 1.5161250053516742]","[0.7419848396000002, 1.497169891071955]","[1.0, 0.838650975681866]","[0.6755617460453813, 0.5668870507698902]","[0.6410470381778686, 0.8905588216882624]","[0.4528304392111625, 2.782067709302326]","[0.22859627916109312, 0.962765912276653]","[0.0, 0.0]"
