,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,4,0.424093,100,52,48,10,42,0.441252,0.4165530511142399,-0.010986392531635867,-0.044209920713399596,0.010251,0.00044805145631067965,0.2623779538976817,0.26179585089509655,0.4872287718777405,0.5139111976037265,0.17206929045654537,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1, 1]","[1, 1]","[1, 1]","[0.5680000000000001, 1.6807999634615387]","[1, 1]","[1, 1]"
1,6,-0.439141,102,55,45,10,45,0.440603,0.41579472851439214,-0.0030033867978784736,-0.044209920713399596,0.010147,0.002833848349514563,0.258285866296223,0.2636812378527552,0.4877344571987222,0.5143026073893439,0.1716167232393651,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]","[1.0, 0.0]","[0.5950000000000001, -1.399164005454545]"
2,5,0.501854,100,50,50,10,40,0.44111,0.4163666239392287,-0.0011864212178039745,-0.044209920713399596,0.009743,0.004944082694174757,0.25985064609179137,0.2639037599401338,0.48729125379749255,0.5136175653397023,0.17212494070495926,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.5831881448177444]","[1.0, 0.5831881448177444]","[1.0, 0.5831881448177444]","[0.0, 1.0]","[0.55, 2.0350328784817746]","[0.5950000000000001, 0.0]"
3,6,0.572308,102,52,48,10,42,0.441703,0.4171019180568758,-0.007159985714042755,-0.044209920713399596,0.010147,0.0027843579045307453,0.2661197878393642,0.2631434537912665,0.4868051426863814,0.5133289551440761,0.17245838435869695,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.28657431090392443]","[1.0, 0.28657431090392443]","[1.0, 0.28657431090392443]","[0.0, 0.49139255221568934]","[0.55, 1.0]","[0.5275000000000001, 1.8750729807692312]"
4,6,-0.441814,102,55,45,10,45,0.44106,0.4163434554037283,-0.0011864212178039745,-0.044209920713399596,0.010043,0.005036824878640777,0.261802470363636,0.26499952765858037,0.48731094705266786,0.5137203425035761,0.17200955240887647,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.12893825169468479]","[0.55, 0.4491194752820088]","[0.5477500000000001, -1.3030467854545453]"
5,5,0.503104,100,50,50,10,40,0.441577,0.4169153508285649,-0.0011864212178039745,-0.044209920713399596,0.009639,0.006857209263754046,0.26406640014511995,0.265161547561493,0.4868479840897049,0.513018531476135,0.1725265940040612,0.43333333333333335,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.7436775919351322]","[1.0, 0.7436775919351322]","[1.0, 0.7436775919351322]","[0.0, 0.8172655011330203]","[0.505, 2.1133327600000005]","[0.5477500000000001, 0.0]"
6,5,0.592325,102,60,40,11,49,0.442274,0.4176276305609048,-0.007159985714042755,-0.046791086846868335,0.009373,-0.0018606467880258905,0.2682576348527103,0.26273933981178704,0.4861535396452605,0.5123832749880367,0.17306432198766197,0.4222222222222222,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.05372732561718987]","[0.5905, 2.38562425]",0
7,2,-0.493648,102,50,50,10,40,0.441825,0.41716399921835745,-0.0011864212178039745,-0.046791086846868335,0.009024,-0.003899619215210357,0.2732207120645858,0.2621802806588948,0.48654009961125844,0.5126884640604055,0.17281567279259227,0.4222222222222222,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.0]","[0.55, 1.64500893]","[1.0, 0.0]","[0.0, 0.02252128582998344]","[0.5905, 1.0]",0
8,3,-0.45402,102,54,46,10,44,0.441369,0.4166366667898252,-0.0011864212178039745,-0.046791086846868335,0.00906,-0.009970123255124058,0.2792607933465368,0.26077023119826914,0.4870220022895209,0.513195655811597,0.17238497715658666,0.4222222222222222,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 0.0]","[0.55, 1.0]","[0.5860000000000001, 1.5550906]","[0.0, 0.01369067694360993]",0,0
9,1,-0.498686,102,61,39,11,50,0.440703,0.4159795620684671,-0.0011864212178039745,-0.045376697107435686,0.009219,-0.014387767575512408,0.286134888609866,0.2598843414851687,0.48771943019156433,0.5140024491944517,0.17177551998765356,0.4222222222222222,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.649, 1.6982145442622951]","[0.55, 0.64304935030795]","[0.5860000000000001, 1.0]","[0.0, 0.008803780913864395]",0,0
10,3,-0.500119,100,83,17,17,66,0.439848,0.4150152553625629,-0.014863335069304378,-0.03740180560440854,0.008689,-0.016561948683926648,0.29519322968194256,0.26102408989401826,0.5126780114987655,0.4991686856037247,0.18010426409343638,0.40336134453781514,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[1.0, 1.0]","[0.8474576271186441, 0.3754241319837479]","[0.8372927580893683, 1.9288957237819166]","[0.0, 0.0]",0,0
11,1,-0.527186,102,81,19,15,64,0.438976,0.4140125436658933,-0.014863335069304378,-0.04619057650445892,0.008505,-0.024242499182602732,0.3046347400257299,0.2599699322503466,0.5133555060204525,0.49985325914748496,0.17953627004915879,0.41596638655462187,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.8290000000000001, 1.876063934269557]","[0.8474576271186441, 0.19463163682465284]","[0.8372927580893683, 1.0]","[0.0, 0.0]",0,0
12,2,-0.380897,102,75,25,14,60,0.438348,0.4132771654133386,-0.014863335069304378,-0.05330317752834089,0.008262,-0.027554949721206517,0.3152302743450838,0.25999885773578346,0.5136136681142451,0.5002506394964801,0.1791609731677759,0.41386554621848737,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.97822, 1.0]","[0.775, 1.3626920631633717]","[0.9880054545454545, 0.5330308747656559]","[0.0, 0.0]",0,0
13,2,-0.614743,100,82,18,17,65,0.437208,0.41205167521726016,-0.013963396163730346,-0.0517770435481301,0.00802,-0.03095414762573727,0.3251145743672029,0.2600430525577899,0.5148566653131246,0.501550676627683,0.17818136397792722,0.4096638655462185,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.9900957484592466, 0.7338415090483367]","[0.8164408624906379, 2.2077953134146338]","[1.0, 0.3911601815073839]","[0.0, 0.0]",0,0
14,3,0.599154,101,90,10,18,70,0.438183,0.41309545822097704,-0.013963396163730346,-0.04390230613106666,0.007981,-0.03538101990497906,0.32466405397885345,0.2591191058462423,0.5136728140769511,0.500504044677077,0.17898966122831414,0.39705882352941174,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.9900957484592466, 0.3323865688949934]","[0.8164408624906379, 1.0]","[0.91, 2.176706310357845]","[0.0, 0.0]",0,0
15,1,-0.598633,101,78,22,16,61,0.437124,0.41199645650464645,-0.017253548741275205,-0.04390230613106666,0.008098,-0.025025403504146886,0.32495059378467867,0.2608022126261776,0.5147119482335277,0.5016152116146849,0.17817799836710602,0.39705882352941174,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.802, -1.8835416115804773]","[0.8246079874205655, 0.4594097032022673]","[0.9191030275769905, 1.0]","[0.0, 0.0]",0,0
16,4,0.538751,102,64,36,11,52,0.43754,0.4124866525830778,-0.017253548741275205,-0.04390230613106666,0.008422,-0.025180987151858396,0.33719138289576334,0.2607860797267954,0.5144497907027987,0.5011731654413769,0.17852571984230364,0.39705882352941174,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]","[0.8725898794113361, 0.0]",0,"[1.0, 1.0]","[0.5760000000000001, 2.1335253038497886]",0,0
17,4,-0.528922,100,79,21,14,62,0.436703,0.41153918948977125,-0.017253548741275205,-0.04390230613106666,0.007807,-0.02350823202703177,0.33597235765304484,0.26062843846465944,0.5155564802763968,0.5023667100740228,0.1777046644397456,0.39705882352941174,"[0.8514314800000005, 1.5362166704748232]","[0.7570965514150001, 1.5961821995927834]",0,0,"[1.0, 0.0]","[0.7110000000000001, 2.0329950734177213]",0,0
