,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,absolute_agg_pol,net_polarization,homophily,homophily_binned,network_polarity,satisfaction,activity,user_preference,met_stance_sim,met_modularity,met_comm_var,met_edge_rat,stat_pub1,stat_pub2,stat_top1,stat_top2,stat_top3,stat_top4,stat_top5,stat_top6
0,6,0.413613,100,89,11,26,61,0.423467,0.4007743751325601,-0.012819904293006657,-0.07131611604689789,0.01851,-0.007472994514563106,0.2994662393840071,0.3000105128692832,0.4998709691985988,0.5289313519833844,0.1677404824281399,0.4583333333333333,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0.901, 1.5642004539325842]"
1,1,-0.377573,100,89,11,26,61,0.422383,0.3995484155765204,-0.029213579901401464,-0.07131611604689789,0.018591,-0.01859189936893204,0.30048322581861797,0.29767642356531604,0.5007379161689864,0.5299389857689397,0.1669519345157973,0.4583333333333333,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]","[0.901, 1.372051992134831]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]"
2,1,0.717213,100,89,11,26,61,0.423474,0.40078330596397327,-0.012819904293006657,-0.07131611604689789,0.018501,0.002023176601941746,0.3038021151390064,0.30062090837114125,0.4998734996008325,0.5289286015461739,0.16774346506541915,0.4583333333333333,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]","[0.8911, 2.65184334494382]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.728835354441678]"
3,1,0.335522,100,89,11,26,61,0.424431,0.40185422004615245,-0.00825081795039136,-0.05599589334930373,0.018573,0.011907305792880258,0.30719938930181256,0.30363487982745196,0.4991125662141624,0.5280455461955086,0.16846464026942076,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]","[0.8901100000000001, 1.3194290011235954]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.27484102929055887]"
4,2,-0.458406,100,89,11,26,61,0.423351,0.4006364948074636,-0.012819904293006657,-0.07131611604689789,0.018647,0.0032792721197410974,0.30455543299113297,0.30062977369962873,0.4999203735689426,0.5290206649914362,0.16768069264069904,0.4583333333333333,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,"[0.901, 1.5533456865168538]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]"
5,2,0.750525,100,89,11,26,61,0.424474,0.40190133471007483,-0.00825081795039136,-0.05599589334930373,0.018527,0.016931291456310674,0.3078854893018126,0.3041558561915382,0.499069537698099,0.52800759480101,0.16848861254840608,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,"[0.8911, 2.586655060674157]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.6437717043154451]"
6,2,0.589403,100,89,11,26,61,0.425598,0.4031401878533811,-0.007362625499298271,-0.05599589334930373,0.018433,0.028079924061488667,0.31184598693543997,0.3078432397519515,0.4981747180898601,0.5269870618112683,0.1693034354975511,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,"[0.8901100000000001, 2.098957751685394]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.24888193022059135]"
7,3,0.449859,100,89,11,26,61,0.426636,0.40428899356259795,-0.007362625499298271,-0.05599589334930373,0.018336,0.03064184312297735,0.31761750791048965,0.31133141878107773,0.4972679208216754,0.525931644956149,0.17006826160496316,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,"[0.901, 1.3267935505617978]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 1.0]"
8,3,0.342526,100,89,11,26,61,0.42773,0.405469335400066,-0.015611182766013417,-0.05599589334930373,0.018246,0.0328319457605178,0.3243274591919822,0.31532737831862373,0.4961962179498813,0.524635097107661,0.17087229923863553,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,"[0.8911, 1.134583289887641]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.7536967598135933]"
9,3,-0.268457,100,89,11,26,61,0.426613,0.40425682817424047,-0.007362625499298271,-0.05599589334930373,0.01835,0.030932280032362456,0.3220043960851861,0.31312227184613173,0.4973187132604674,0.5259532284586507,0.17004894825411224,0.4444444444444444,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,"[0.8901100000000001, 0.9304705101123599]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.6642939011451797]"
10,4,-0.71861,100,95,5,22,64,0.425722,0.40316153718575887,-0.022640528654195205,-0.039198545352821954,0.018301,0.025157337711511782,0.32194056942184796,0.31168764317299263,0.5367932202803549,0.5295088263176486,0.15503069708107525,0.4068441064638783,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,0,"[0.9550000000000001, 2.643685256842106]","[1.0, 0.0]","[0.0, 1.0]"
11,4,-0.768352,102,92,8,19,62,0.424761,0.4019675147400694,-0.022640528654195205,-0.039198545352821954,0.018332,0.030847222517337028,0.3274254098807627,0.3157382233779296,0.53791503838549,0.5305189259114337,0.1542940978216322,0.4068441064638783,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,0,"[0.9235000000000001, -2.7453456271739127]","[1.0, 0.0]","[0.0, 0.37825985427422043]"
12,5,-0.474864,100,95,5,22,64,0.42392,0.4009226641418602,-0.019661844955235735,-0.039198545352821954,0.018234,0.02202657264678687,0.33443120967376094,0.31554695004459626,0.5388113936238323,0.5316856753324339,0.1535128024652154,0.4068441064638783,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,0,"[0.9235000000000001, 0.0]","[0.9550000000000001, 1.7550052333817958]","[0.0, 1.0]"
13,5,-0.201635,102,92,8,19,62,0.423088,0.3999283684326122,-0.01900039691271826,-0.039198545352821954,0.018175,0.027178177840961625,0.3418077336186713,0.3191198909179679,0.5398058927250885,0.5327666119855274,0.15277907513321226,0.4068441064638783,"[0.9357984717004572, 1.8273181281826587]","[0.9724879999999999, 1.2156826989641305]",0,0,0,"[0.9670157068062828, 0.0]","[0.928, -0.6090275423913043]","[0.0, 0.5697988706694945]"
