,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
0,2,0.824039,101,83,17,24,55,0.4149,0.3928892321072258,-0.03904633106207575,-0.08677889563205196,-0.005815,0.006150265355987055,0.29515808465937626,0.29213375619548876
1,5,0.340658,102,81,19,25,54,0.416135,0.39396187720146,-0.04718710465846795,-0.08677889563205196,-0.005886,-0.00418891427184466,0.29869454485355107,0.289925427619437
2,3,0.424203,100,74,26,19,49,0.416818,0.3948074934558855,-0.044045676998368706,-0.08677889563205196,-0.006275,0.007644821111111111,0.3048485332030656,0.29347717959275416
3,4,0.641749,100,83,17,21,55,0.417771,0.39595128430555876,-0.040435499038071664,-0.08779892661402977,-0.00676,0.011969340508552938,0.30666541475646364,0.2920600570927843
4,4,-0.592875,102,63,37,19,41,0.416606,0.39469624194960906,-0.041945656399844475,-0.08779892661402977,-0.00713,0.00030929882570504146,0.30055100122491774,0.2907167229503895
5,1,-0.34925,102,85,15,26,57,0.415172,0.3931041544702488,-0.042524951304018115,-0.08779892661402977,-0.006823,-0.011599429637078133,0.30148885585444923,0.2867526914701533
6,2,0.621778,101,71,29,21,47,0.416242,0.3941662459735168,-0.041945656399844475,-0.08779892661402977,-0.006903,-0.00633637941054091,0.30515040512208597,0.2878124332177261
7,5,-0.547266,100,81,19,23,54,0.415322,0.3932035278847442,-0.042776922576588695,-0.08779892661402977,-0.007048,-0.007918810633379562,0.30614892471582317,0.2888066049961645
8,3,0.339134,100,83,17,22,55,0.416109,0.39402052134879645,-0.042776922576588695,-0.08779892661402977,-0.00721,-0.009017401099938357,0.3090206098700233,0.29071461048429825
9,5,-0.562366,102,84,16,26,56,0.414839,0.39287673049912325,-0.04123509869063902,-0.08779892661402977,-0.007048,0.009046993786793038,0.3111311440613624,0.2935843870953807
10,3,0.550098,101,91,9,23,62,0.416542,0.3946537411365107,-0.051824531217155946,-0.09529596820928884,-0.006704,-0.011162780311681305,0.3149691493411577,0.28860778337128584
11,1,-0.540722,100,98,2,22,67,0.41542,0.3934207022503925,-0.046214850791433386,-0.09529596820928884,-0.007064,-0.018041246212436426,0.31365800759358486,0.2902135038810061
12,6,-0.463316,100,93,7,22,64,0.414248,0.3921335357979676,-0.04110993596026219,-0.09529596820928884,-0.007038,-0.015966365643221396,0.3153476697295072,0.2898727514617691
13,1,0.651701,100,98,2,22,67,0.415376,0.39338489208872585,-0.051824531217155946,-0.09529596820928884,-0.00667,-0.0075086217466271594,0.322519191843986,0.2898882428934227
14,6,0.768765,100,94,6,22,64,0.416465,0.39465027780606005,-0.051824531217155946,-0.09529596820928884,-0.006791,-0.014086850463406601,0.32137095592165593,0.2898882428934227
15,6,0.664585,101,82,18,22,54,0.417483,0.39586181660163877,-0.051824531217155946,-0.09529596820928884,-0.006858,0.009832193945593249,0.3198706345624327,0.2918377124264786
16,4,-0.714919,100,89,11,23,61,0.41645,0.3947710445762506,-0.051824531217155946,-0.09529596820928884,-0.007171,-0.0016876950997141958,0.3185167899022384,0.29025915085689935
17,2,0.673766,100,91,9,25,62,0.417729,0.3962317578527629,-0.05411666800309473,-0.09529596820928884,-0.007323,-0.005489786344513085,0.32021236700083694,0.2907562836735582
