,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference,[met_stance_sim,met_modularity,met_comm_var,met_edge_rat
103,3,0.352271,101,83,17,12,69,0.416097,0.3897993333994413,-0.007261716942427299,0.025493611069012333,0.001721,-0.2858238404347313,0.45741309080537634,0.2627432056948906,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
104,6,0.517069,102,81,19,11,68,0.416647,0.3904529281706831,-0.01071835803876853,0.025493611069012333,0.001721,-0.2967750073086718,0.4614852383781918,0.26092908644385043,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
105,6,0.506761,100,73,27,11,61,0.417211,0.39116684328560103,-0.005006086510577039,0.025493611069012333,0.001985,-0.29071334810848687,0.4635319558539201,0.2642628578261898,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
106,4,-0.607968,101,78,22,11,65,0.416551,0.39034984982154874,-0.005897376533363493,0.0284702449527363,0.002146,-0.2935436189730269,0.46800931823020636,0.26347634164496003,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
107,6,-0.623921,101,70,30,12,58,0.416194,0.3900539246323004,-0.005897376533363493,0.0284702449527363,0.002087,-0.3116475152837065,0.47234746680704154,0.2600072974702027,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
108,6,0.540991,102,81,19,11,68,0.416761,0.39070751940354215,-0.010799199246780094,0.03168013982958252,0.002087,-0.3232214086255157,0.4762722891371386,0.2588139759148323,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
109,6,0.375491,100,73,27,11,61,0.417343,0.3914249206724162,-0.010799199246780094,0.021413910160258936,0.002347,-0.3187516480614843,0.47834641674844963,0.26194777089865107,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
110,4,-0.489089,101,72,28,11,60,0.417028,0.3911192190096373,-0.010832135035483331,0.02024393790238192,0.002326,-0.32916298400808625,0.4819637837387409,0.258923988568554,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
111,4,-0.278223,101,72,28,11,60,0.416707,0.3908044221514211,-0.010832135035483331,0.02024393790238192,0.002315,-0.33494161715533544,0.4838788066804173,0.257098815432731,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
112,4,0.567581,101,72,28,11,60,0.417012,0.39110673828344544,-0.010832135035483331,0.02024393790238192,0.002339,-0.3234389144692513,0.4797919125056601,0.26070378083726176,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
113,3,0.599916,101,76,24,11,64,0.417667,0.3915969343618768,-0.010832135035483331,0.02024393790238192,0.002339,-0.3298540964676331,0.48471089794255323,0.2598112348825692,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
114,1,-0.345008,100,77,23,11,65,0.417011,0.390847004569603,0.004036389881403193,0.02024393790238192,0.002111,-0.3264065293594501,0.48845072512701937,0.262676440222375,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
115,3,0.588899,100,76,24,11,64,0.417503,0.3913565182708576,-0.005579811293138227,0.02024393790238192,0.002253,-0.3258363671888537,0.4878824027969222,0.26240836061072453,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
116,1,-0.610333,101,74,26,12,62,0.416602,0.3904578254604001,-0.005382407949402521,0.02024393790238192,0.002334,-0.31403730409554187,0.48662665619498047,0.2645855493555088,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
117,4,0.179951,101,72,28,11,60,0.416935,0.3907768609797342,-0.006213970202889889,0.02024393790238192,0.002342,-0.3102963488042798,0.48253710085517465,0.267101524792402,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
118,3,-0.417851,101,76,24,11,64,0.416279,0.3902866649013028,-0.006213970202889889,0.02024393790238192,0.002342,-0.3056674876796843,0.47781874066099983,0.2686030401645703,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
119,1,-0.381887,100,77,23,11,65,0.415642,0.3895582629192166,0.0038972520015439316,0.02024393790238192,0.002092,-0.30224717531349066,0.4819000226951928,0.27071233951732115,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
120,4,-0.36623,100,81,19,11,68,0.414773,0.3886684439071108,0.004224907139504046,0.0203618447041248,0.001697,-0.3022166045529729,0.4781828955107267,0.27078598508366414,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
121,6,0.770056,100,76,24,10,64,0.415346,0.3892549305673664,0.004224907139504046,0.0203618447041248,0.001954,-0.28475261107400845,0.4834354071884999,0.27311918579563826,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
122,1,0.593883,100,73,27,9,61,0.415868,0.38981610786214144,-0.0008934630376668752,0.0203618447041248,0.002369,-0.29380412664035155,0.4781170285477231,0.2697211275432111,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
123,3,-0.796554,101,75,25,11,63,0.415602,0.38948931047652047,-0.0008934630376668752,0.0203618447041248,0.002369,-0.28109164482805377,0.4791898411690823,0.27353514365971593,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
124,1,0.679656,101,76,24,11,64,0.416052,0.3898161078621415,-0.0010906336241092527,0.0203618447041248,0.002693,-0.30254085121963953,0.4789263897127717,0.27114671420987774,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
125,1,-0.430195,100,73,27,9,61,0.415506,0.38922596301436363,0.0040293569988877455,0.0203618447041248,0.002306,-0.29575443471478513,0.48385880718849983,0.27458773000275793,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
126,3,0.708582,101,75,25,11,63,0.41577,0.38955276039998454,0.0040293569988877455,0.0203618447041248,0.002306,-0.30683363631672694,0.48291245670306293,0.2713050890318842,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
127,3,-0.545473,101,75,25,11,63,0.415489,0.3892028984846131,0.0040293569988877455,0.0203618447041248,0.0023,-0.2981282463005457,0.4836693887418979,0.2744950454396512,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
128,1,0.443753,101,76,24,11,64,0.41582,0.3894400040071997,0.0040293569988877455,0.0203618447041248,0.002697,-0.31209670974714754,0.4836072625283057,0.2729127577373858,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
129,1,0.444408,100,73,27,9,61,0.416388,0.3900576247587144,-0.0010906336241092527,0.0203618447041248,0.003056,-0.3189994774494128,0.4784121615574319,0.26956252013683535,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
130,4,0.408438,101,90,10,16,74,0.417259,0.39089396576838165,-0.0007053426597281393,0.019808185357515867,0.003361,-0.31062776145731436,0.4759808683535483,0.2732549872889389,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
131,6,0.773499,100,84,16,12,70,0.418014,0.3917074465044725,-0.005292507278749987,0.019808185357515867,0.003041,-0.31225107582624645,0.47396284796519883,0.273454058000913,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
132,6,0.418101,102,73,27,12,61,0.418523,0.3922605477537617,-0.005421032325283301,0.019808185357515867,0.003203,-0.3188274710366024,0.47842269262539305,0.27184423664168966,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
133,6,-0.490888,101,73,27,11,61,0.417927,0.39156407506146396,-0.005421032325283301,0.019808185357515867,0.003245,-0.3288164944832044,0.48298224311082993,0.2694972290365117,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
134,6,-0.692087,101,68,32,11,55,0.417353,0.39099217963662747,-0.008459447866627987,0.019808185357515867,0.003326,-0.33782821479064773,0.48911945476131535,0.26807917112033286,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
135,4,0.430791,102,76,24,11,64,0.417879,0.3916457744078692,-0.008459447866627987,0.019808185357515867,0.00365,-0.33842251920195926,0.4945800557321891,0.26818149572042527,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
136,1,-0.722077,100,77,23,10,65,0.417423,0.3910965775250809,-0.003862214990099404,0.019808185357515867,0.003223,-0.3296250363864252,0.49658057029529584,0.26933455102786863,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
137,4,0.265415,100,81,19,12,68,0.418042,0.39187085563744184,-0.008459447866627987,0.019808185357515867,0.003265,-0.33201638355471,0.4949259411690823,0.2698356314485806,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
138,6,-0.40578,100,77,23,11,65,0.417633,0.3912989602126053,-0.003862214990099404,0.019808185357515867,0.003184,-0.3285384286679786,0.49672824213995614,0.2707956117074803,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
139,4,0.580281,100,81,19,12,68,0.418188,0.3920342543302523,-0.008459447866627987,0.019808185357515867,0.003265,-0.33396787331199146,0.4936714935962667,0.2707071384065094,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
140,6,0.512603,100,84,16,14,70,0.418814,0.3928622664508095,-0.0104475750277132,0.014961719312349811,0.003438,-0.3335086954479139,0.4956426372855872,0.27209884348741553,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
141,4,0.63271,102,80,20,12,67,0.419341,0.3933763141394477,-0.007435903285872477,0.014961719312349811,0.0033,-0.3461393700819098,0.5006245033050046,0.2700468634712343,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
142,1,-0.445477,101,81,19,12,68,0.418895,0.39291881624197583,-0.007435903285872477,0.014961719312349811,0.003106,-0.33372129461265415,0.4969128868001503,0.27309156929647704,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
143,6,-0.467949,100,84,16,14,70,0.418186,0.39201006463568,-0.005149720101068298,0.014961719312349811,0.002853,-0.3341404718780263,0.49560416349917935,0.27189088903757735,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
144,4,-0.505706,102,80,20,12,67,0.417558,0.3914507518451261,-0.008562355445591441,0.014961719312349811,0.003108,-0.32383239906480393,0.4921514081593736,0.27497344542916313,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
145,1,-0.676257,101,81,19,12,68,0.417084,0.39096786894499364,-0.008562355445591441,0.014961719312349811,0.002939,-0.3052109164434448,0.48713083437296584,0.27808657722527963,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
146,6,0.416611,100,84,16,14,70,0.417793,0.3918755170116516,-0.010859574228766357,0.014961719312349811,0.003191,-0.30483772675088816,0.4888592372855871,0.27931530229000456,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
147,4,-0.581244,102,80,20,12,67,0.417139,0.3912817101759104,-0.010859574228766357,0.014961719312349811,0.003412,-0.29330499548567013,0.48428695281956774,0.2824044523709107,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
148,1,-0.44065,101,81,19,12,68,0.416717,0.3908247432562325,-0.010859574228766357,0.014961719312349811,0.003217,-0.28132093946625264,0.479170046994325,0.2854477271281923,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
149,6,-0.358627,100,84,16,14,70,0.416009,0.38991834157120414,-0.008562355445591441,0.014961719312349811,0.002967,-0.28164219003259566,0.47765573146034435,0.284187326545668,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
150,6,0.485997,102,80,20,13,67,0.416661,0.3906315308324073,-0.007779020345535307,0.007755314216671198,0.003187,-0.2918617884560816,0.4804008120428687,0.2820443026298104,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
151,1,-0.493919,101,77,23,12,65,0.416199,0.3901706935543114,-0.007834252381728378,0.007755314216671198,0.002996,-0.27655496760541126,0.47582044116908234,0.2850773758614331,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
152,6,-0.358603,100,72,28,9,60,0.415649,0.3895170987830695,-0.009479280199519468,0.007755314216671198,0.002835,-0.27445362701826376,0.4743874751496648,0.28524435158958844,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
153,5,0.488439,101,86,14,13,71,0.416054,0.3901152247168816,-0.007834252381728378,0.007755314216671198,0.0029,-0.26842802759385315,0.4724717489360726,0.28792669362842344,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
154,1,-0.865494,102,67,33,11,55,0.415294,0.3894337128662714,-0.0032829802652704133,0.007755314216671198,0.003034,-0.28299718892071407,0.47768633949147327,0.2868895018808506,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
155,6,-0.509285,100,72,28,9,60,0.414755,0.38878011809502955,-0.009479280199519468,0.007755314216671198,0.002872,-0.2798892689438301,0.47672577055943444,0.287305179057715,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
156,1,-0.772489,101,77,23,12,65,0.414316,0.388335839309812,-0.01101893094791576,0.007755314216671198,0.002665,-0.25635261653513847,0.47335486958856055,0.290365490430808,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
157,6,0.319744,100,72,28,9,60,0.414856,0.38898943408105385,-0.00549511301750326,0.007755314216671198,0.002827,-0.25838146679866136,0.4740186472584636,0.2902166086832352,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
158,5,-0.740535,101,86,14,13,71,0.41435,0.38828780220984443,-0.01101893094791576,0.007755314216671198,0.002724,-0.26762720268631734,0.4760013249283665,0.2888005260133323,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
159,1,-0.66308,102,67,33,11,55,0.413655,0.38766119174052427,-0.012298063690470967,0.007755314216671198,0.002912,-0.27818553601965074,0.4796485950725535,0.2882350627983346,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
160,5,-0.471457,100,80,20,11,67,0.413249,0.3871709956620929,-0.018225867086228257,0.005528086244629901,0.002912,-0.27562353872191614,0.47980798730556307,0.2892198738015709,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
161,1,-0.279279,101,72,28,12,60,0.412972,0.3867889575737473,-0.018225867086228257,0.005528086244629901,0.00294,-0.2703531537265393,0.47960227371333025,0.29262837477244463,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
162,5,-0.410225,101,89,11,14,73,0.412562,0.38634881517504494,-0.018225867086228257,0.0076511434560124275,0.002835,-0.2743978626400853,0.4783240368201262,0.2895716012449365,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
163,1,-0.648225,100,80,20,11,67,0.412265,0.3859633089703962,-0.018225867086228257,0.0076511434560124275,0.002939,-0.26761377890222127,0.4767027921599322,0.28998585990189446,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
164,1,-0.512993,101,72,28,12,60,0.412005,0.3855889149160751,-0.02098842414382907,0.0076511434560124275,0.002966,-0.2579818308509036,0.4766649028395437,0.2934723336883022,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
165,5,-0.342023,101,89,11,14,73,0.411618,0.38515403368319223,-0.02098842414382907,0.0076511434560124275,0.002865,-0.2613943719327344,0.47587755817934957,0.29147944860332553,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
166,1,-0.367923,100,80,20,11,67,0.411329,0.38475858607871255,-0.02643586687193529,0.0076511434560124275,0.002959,-0.25743070770943344,0.475379015460903,0.2925409054803483,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
167,1,-0.624952,101,72,28,12,60,0.411125,0.38443943294834826,-0.02643586687193529,0.0076511434560124275,0.002964,-0.24576343050185134,0.4753553482663903,0.2958072442373861,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
168,5,0.129659,101,89,11,14,73,0.411459,0.38483343159413286,-0.02643586687193529,0.0076511434560124275,0.003047,-0.24445388386985872,0.4757998134093367,0.29738739960724275,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
169,6,-0.537536,100,77,23,11,65,0.410822,0.38409813747648575,-0.02643586687193529,0.0076511434560124275,0.002966,-0.24124643425820821,0.4770450153510844,0.29705016530303563,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
170,6,0.579889,100,87,13,14,72,0.411467,0.3849151309405381,-0.025686359311478252,0.0023245264570596613,0.003128,-0.24602244555270664,0.4756512405938027,0.2961314158855599,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
171,6,0.577249,100,90,10,15,74,0.412306,0.38589552309740077,-0.018784480638893975,0.0023245264570596613,0.003452,-0.2507791080607973,0.47681610170616545,0.29564525135481556,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
172,6,0.346606,100,87,13,14,72,0.412874,0.38653032991260067,-0.017548220493752997,0.0023245264570596613,0.003632,-0.24118939406403347,0.4813176864908492,0.2972704295101554,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
173,6,-0.45673,100,85,15,14,71,0.412073,0.38571333644854844,-0.023648607740330643,0.0023245264570596613,0.00347,-0.2378538494963035,0.4819346719277425,0.2975665828165932,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
174,6,0.445915,100,87,13,14,72,0.412727,0.38644863056619544,-0.017831088979326847,0.0023245264570596613,0.003713,-0.22539021773254944,0.48456158163648033,0.29950058262241847,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
175,6,0.624517,100,85,15,14,71,0.413403,0.38710222533743727,-0.017548220493752997,0.0023245264570596613,0.003875,-0.22974180032154623,0.48483587219516755,0.2997326827195058,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
176,6,0.44737,100,85,15,14,71,0.414035,0.38769622561871775,-0.014070713467534563,0.0023245264570596613,0.003978,-0.23304517730721427,0.48608732749667916,0.30087663207304005,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
177,6,-0.330147,100,85,15,14,71,0.413213,0.38687923215466546,-0.02084478413722299,0.0023245264570596613,0.003816,-0.2304532978435064,0.4864858964287179,0.3009947310698038,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
178,6,-0.591183,100,85,15,14,71,0.412409,0.3860622386906131,-0.021128939956881122,0.0023245264570596613,0.003654,-0.22605809694429244,0.48729389254522265,0.3008009302931048,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
179,6,0.608069,100,85,15,14,71,0.413213,0.38687923215466546,-0.02084478413722299,0.0023245264570596613,0.003816,-0.23032582811627575,0.48646281681706743,0.30101413272028926,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
180,6,-0.767998,100,76,24,11,64,0.412868,0.38655243476904455,-0.02031219768373919,0.0042903756248490015,0.003816,-0.24137832666732015,0.4870499119626984,0.3013434781821899,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
181,5,0.437572,100,81,19,13,68,0.413256,0.3869655564280199,-0.02031219768373919,0.0042903756248490015,0.003901,-0.2395650084781469,0.48751571099182467,0.30254191198624986,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
182,5,-0.314838,100,81,19,13,68,0.412752,0.38647536034958846,-0.02031219768373919,0.0042903756248490015,0.00374,-0.24106075409450464,0.4871438838073586,0.3015543992986947,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
183,5,-0.595099,100,81,19,13,68,0.412261,0.38598516427115703,-0.016917804304870308,0.0042903756248490015,0.003578,-0.24352686819423988,0.48673494982677606,0.3012955266633349,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
184,5,0.56841,100,81,19,13,68,0.412752,0.38647536034958846,-0.02031219768373919,0.0042903756248490015,0.00374,-0.24151626520806743,0.48718010613745566,0.3024520459925494,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
185,5,-0.429461,100,81,19,13,68,0.412261,0.38598516427115703,-0.016917804304870308,0.0042903756248490015,0.003578,-0.24329596708361906,0.4867049449724072,0.3013550227577745,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
186,5,-0.433237,100,81,19,13,68,0.411782,0.38549496819272566,-0.016917804304870308,0.0042903756248490015,0.003416,-0.24482843314716712,0.48623414303065954,0.30176150960684767,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
187,5,0.612243,100,81,19,13,68,0.412261,0.38598516427115703,-0.016917804304870308,0.0042903756248490015,0.003578,-0.24303428754551964,0.48697339934133926,0.30293234517613277,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
188,5,0.375914,100,81,19,13,68,0.412752,0.38647536034958846,-0.02031219768373919,0.0042903756248490015,0.00374,-0.24170458853110363,0.4874509236131838,0.30390749281514423,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
189,5,0.470685,100,81,19,13,68,0.413256,0.3869655564280199,-0.02031219768373919,0.0042903756248490015,0.003901,-0.23975404936517242,0.48787850128308685,0.3050320948451531,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
190,5,-0.553273,100,84,16,14,70,0.412621,0.38619986244417615,-0.02105126675829163,0.00980396718672202,0.004276,-0.23552540616496653,0.4914456507976499,0.3071234857395338,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
191,5,0.460099,102,81,19,12,68,0.413293,0.3868488847945304,-0.02105126675829163,0.00980396718672202,0.004119,-0.24800303199598825,0.49267882264231017,0.30391945879200716,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
192,5,0.492148,100,84,16,14,70,0.413927,0.387611220202493,-0.020767154160171178,0.004785294772751138,0.003741,-0.2515705313193186,0.4894381595355141,0.302298375326282,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
193,5,-0.416603,102,81,19,12,68,0.413253,0.3869617656456825,-0.020767154160171178,0.004785294772751138,0.003898,-0.2400011847948156,0.4881270740986209,0.30574054212586593,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
194,5,-0.512717,100,84,16,14,70,0.41262,0.38619830003710115,-0.02105126675829163,0.00980396718672202,0.004275,-0.23608262721170292,0.49174901875881494,0.3077852606313087,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
195,5,0.532184,102,81,19,12,68,0.413292,0.3868466060126045,-0.02105126675829163,0.00980396718672202,0.004119,-0.250515395360108,0.49412571293357227,0.3045118859780493,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
196,5,-0.516847,100,84,16,14,70,0.412671,0.38608291345451984,-0.01765623375272955,0.00980396718672202,0.004495,-0.24676917943262922,0.49749074691415474,0.30651424976151503,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
197,5,-0.411853,102,81,19,12,68,0.412,0.38543341170782075,-0.01765623375272955,0.00980396718672202,0.004653,-0.2356257603907892,0.4953065750694946,0.30974244024348446,0.5472146182685639,0.5367183382699329,0.1612440206290689,0.3374340949033392
