,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference,[met_stance_sim,met_modularity,met_comm_var,met_edge_rat
0,4,0.74022,100,36,64,6,29,0.441007,0.41638965242142945,-0.008759789288102107,-0.044209920713399596,0.010089,-0.008867749838187703,0.2591593951944856,0.25897501335464346,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
1,1,-0.335026,102,30,70,6,23,0.44064,0.4160131288097475,-0.004585633949005048,-0.044209920713399596,0.009977,-0.0069743890129449855,0.2649806748061361,0.25970587005367257,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
2,6,0.589881,102,19,81,3,14,0.440908,0.41625822684896324,-0.004585633949005048,-0.044209920713399596,0.009896,-0.007585553867313917,0.2688017194663303,0.2596982124484946,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
3,5,0.645188,102,19,81,4,14,0.44118,0.4165033248881789,-0.004585633949005048,-0.044209920713399596,0.010138,0.009196390792880258,0.27802502043720406,0.2616399600213101,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
4,5,0.54816,102,19,81,4,14,0.441456,0.41674842292739456,-0.007057223025252958,-0.044209920713399596,0.010381,0.023543256812297738,0.2871857408255536,0.2635817075941257,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
5,5,-0.533632,102,15,85,3,11,0.44117,0.4165033248881789,-0.004585633949005048,-0.044209920713399596,0.010138,0.011287189822006473,0.27990418742749534,0.26212539691451403,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
6,3,-0.093401,100,34,66,7,27,0.440976,0.4162381312776495,-0.004585633949005048,-0.044209920713399596,0.010168,0.010775527669902916,0.2783325458638404,0.2616726519954201,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
7,6,0.326229,101,35,65,7,28,0.441504,0.4168100267024861,-0.008759789288102107,-0.044209920713399596,0.010087,0.00836059724919094,0.2732329150300455,0.26024984268626444,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
8,5,0.57559,102,19,81,4,14,0.44186,0.41713682408810704,-0.01123165121020086,-0.044209920713399596,0.010411,0.02351851262135923,0.28241479561256977,0.26219159025907995,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
9,5,-0.264201,102,15,85,3,11,0.441574,0.4168917260488914,-0.008759789288102107,-0.044209920713399596,0.010168,0.017386399514563108,0.2751332422145115,0.2607352795794683,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
10,3,-0.377842,100,36,64,7,29,0.441328,0.41670905055055846,-0.009756368170843771,-0.028872321568218513,0.009987,0.017307450809061493,0.27759437826348066,0.2612207164726722,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
11,1,-0.876063,102,31,69,7,24,0.440809,0.4162456674414893,-0.009756368170843771,-0.028872321568218513,0.009529,0.03210247656957929,0.28799428942216104,0.26455265822024504,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
12,2,0.256577,102,35,65,7,28,0.441267,0.41673586351992065,-0.011091539538458945,-0.04108246324312808,0.010014,0.028215454401294502,0.27661663505322903,0.26245509623706176,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
13,6,0.830341,102,50,50,9,40,0.441837,0.41730775894475725,-0.011091539538458945,-0.04108246324312808,0.01058,0.037321126185012404,0.2897975466407758,0.26484044235356663,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
14,6,0.678273,102,21,79,4,16,0.442173,0.41761660519134836,-0.011091539538458945,-0.04108246324312808,0.010886,0.04556922035976969,0.2984028417864069,0.2657257374991977,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
15,6,0.454066,100,50,50,10,40,0.442938,0.41841132978768747,-0.011091539538458945,-0.04108246324312808,0.010702,0.04391036870928425,0.30466487673786313,0.265163743858421,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
16,6,0.357785,102,20,80,4,15,0.443231,0.41868026696892013,-0.012543577495714501,-0.04108246324312808,0.010969,0.04845816288404153,0.312787269894579,0.2662138569652171,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
17,1,0.389352,102,34,66,7,27,0.443694,0.4191948564137784,-0.014234704189565064,-0.04108246324312808,0.011316,0.04451005063485059,0.3056796009625402,0.26446334973220736,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
18,6,-0.639701,101,36,64,6,29,0.443243,0.4187863596817523,-0.014234704189565064,-0.04108246324312808,0.011397,0.04966508027346979,0.3114402407683654,0.26501808398247706,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
19,2,-0.260198,102,35,65,7,28,0.442783,0.4182961636033209,-0.01329497595435664,-0.028872321568218513,0.010912,0.053691158266997295,0.32323352640827274,0.26734574903102076,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
20,6,0.428366,102,51,49,9,41,0.44342,0.419031457720968,-0.011640492125549422,-0.017604558868423686,0.011155,0.059978941028593837,0.32876862978702726,0.26809456871818366,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
21,6,-0.606232,102,60,40,10,49,0.442826,0.41829616360332095,-0.011640492125549422,-0.017604558868423686,0.01075,0.05043025513536896,0.3186904890103282,0.2665625566793487,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
22,2,-0.443003,102,30,70,6,23,0.442424,0.41785783280829825,-0.011640492125549422,-0.017604558868423686,0.010316,0.05647862483023719,0.32863534347966084,0.26849144729423546,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
23,6,0.605483,102,48,52,9,38,0.443066,0.4185629088280432,-0.011640492125549422,-0.017604558868423686,0.010691,0.06733939174501605,0.33716813155431113,0.2699509651598222,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
24,6,-0.555482,101,48,52,10,38,0.442625,0.41799516189630115,-0.008549498373520835,-0.017604558868423686,0.011091,0.0694616383007257,0.3430286927193597,0.2712453221362438,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
25,6,-0.473213,101,58,42,11,47,0.441951,0.4171781684322488,-0.008549498373520835,-0.013506000019062823,0.010929,0.06790947240044476,0.3484018519426606,0.27147588034599524,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
26,6,0.742466,102,48,52,8,38,0.442478,0.4177500638570854,-0.008549498373520835,-0.013506000019062823,0.011496,0.07913012813553491,0.3582848237873208,0.2729321910256069,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
27,6,-0.780275,101,48,52,10,38,0.441908,0.4170147697394383,-0.010381783125300565,-0.013506000019062823,0.011576,0.07510022946239575,0.3647866060944664,0.2735460828540859,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
28,6,-0.748001,101,20,80,5,15,0.441506,0.4166879723538174,-0.010638180498213728,-0.013506000019062823,0.0119,0.08603733431676469,0.3732640284245635,0.275814500329814,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
29,1,-0.555745,102,33,67,7,26,0.441087,0.4161526195258685,-0.010638180498213728,-0.013506000019062823,0.01137,0.09804914105992445,0.3828904293954374,0.2789583639661776,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
30,3,-0.617269,102,35,65,7,28,0.440647,0.415580724101032,-0.007650870978204874,-0.021873434630155304,0.010804,0.11419463474924484,0.3966257439585441,0.2823564222186048,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
31,6,0.703076,102,52,48,10,42,0.441269,0.41623431887227375,-0.009331773799837266,-0.021873434630155304,0.010804,0.11819925699612417,0.3992121740556315,0.28187095124773104,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
32,6,0.349062,102,33,67,6,26,0.441586,0.41645230060389327,-0.009331773799837266,-0.021873434630155304,0.010958,0.12599154208627672,0.4065793074745962,0.2838126988205465,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
33,5,0.498764,102,29,71,7,22,0.441999,0.4168647398661718,-0.009331773799837266,-0.021873434630155304,0.011366,0.1478626084293188,0.41812647349401355,0.2872107570729737,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
34,5,0.422846,102,30,70,6,23,0.442335,0.4171915372517927,-0.009331773799837266,-0.021873434630155304,0.01169,0.16194686769307287,0.43003035802534517,0.29012337843219704,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
35,6,-0.451549,102,46,54,8,36,0.441679,0.41653794248055087,-0.009331773799837266,-0.021873434630155304,0.011204,0.15219339488678532,0.4183010657923355,0.28737607361943696,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
36,3,0.449655,101,33,67,6,26,0.441997,0.4168647398661718,-0.008466341054450054,-0.021873434630155304,0.011042,0.1553826427647326,0.4245305677340831,0.2881702413032095,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
37,3,-0.641283,102,32,68,7,25,0.441515,0.41629284444133524,-0.008466341054450054,-0.021873434630155304,0.010476,0.16713098409621666,0.4361078687049568,0.2905974257692289,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
38,3,-0.424581,101,33,67,6,26,0.441196,0.41596604705571427,-0.009331773799837266,-0.021873434630155304,0.010638,0.16410926915169516,0.42987029118132736,0.2898449319412123,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
39,4,0.659418,102,58,42,10,47,0.441718,0.41653794248055087,-0.009331773799837266,-0.030266515452225664,0.010881,0.16984908552709968,0.43755645137550203,0.29107557453829963,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
40,4,0.542415,102,46,54,10,36,0.442424,0.41735493594460316,-0.008474395372169003,-0.02467659979651232,0.010881,0.1625660909316304,0.4445988146039607,0.29121520291099867,0.4974723641705033,0.5621102207777527,0.14695400388882623,0.34824902723735407
