,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference,[met_stance_sim,met_modularity,met_comm_var,met_edge_rat
0,6,-0.373664,100,81,19,20,59,0.413281,0.3875221116275657,-0.031102878752797734,-0.044647284614960654,0.020684,0.00021937021035598654,0.2821259617338514,0.2807789495198025,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
1,5,0.700472,101,87,13,20,64,0.414146,0.3883511325104498,-0.029407987671760644,-0.044647284614960654,0.02051,0.01857402127138234,0.28167899380234085,0.28367306389798097,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
2,2,-0.492597,101,87,13,20,64,0.413229,0.38740226025241176,-0.031102878752797734,-0.044647284614960654,0.020802,0.02153433010402219,0.2824477181023084,0.2855144733022718,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
3,1,0.38855,101,87,13,20,64,0.414049,0.38816375743515164,-0.029407987671760644,-0.044647284614960654,0.020345,0.013226651077207581,0.28201581907318224,0.2831470195019944,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
4,1,0.695232,101,85,15,22,61,0.414855,0.3888445369551183,-0.029407987671760644,-0.03858480146299958,0.02012,0.009834814438280166,0.2851426082033615,0.28184573603458807,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
5,4,0.415258,102,80,20,19,58,0.415806,0.3897667427600367,-0.029407987671760644,-0.03858480146299958,0.020502,0.008476313766759133,0.28594701111598286,0.28111785938564465,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
6,4,0.521234,102,80,20,19,58,0.416677,0.3906178493877983,-0.029407987671760644,-0.03858480146299958,0.0208,0.0066384727149791985,0.28700540730114377,0.2804622428226769,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
7,4,0.596617,102,80,20,19,58,0.417567,0.3914686247908433,-0.023139999141372967,-0.03858480146299958,0.021091,0.004333204155108646,0.29221080351253137,0.28000043634659066,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
8,5,0.423131,102,80,20,19,58,0.418679,0.3924913975063212,-0.023139999141372967,-0.03858480146299958,0.021456,0.005329559705270458,0.29878818227381765,0.28203793987409875,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
9,5,0.301419,102,80,20,19,58,0.419793,0.3935019795767891,-0.01575431163863707,-0.03858480146299958,0.02181,0.005968695214979194,0.3069763313537782,0.2840458399469143,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
10,3,-0.45762,102,92,8,20,68,0.418815,0.39243988807352115,-0.022270316015894468,0.02591156430018982,0.021567,0.00880220174372014,0.31768458815786155,0.28396222707651025,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
11,3,-0.249629,102,92,8,20,68,0.417898,0.3914346825834607,-0.02313844687862574,0.030993633151200913,0.02135,0.010324784565418403,0.32893269892658406,0.2844839826517437,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
12,3,0.299185,102,92,8,20,68,0.418844,0.39247887573716445,-0.022270316015894468,0.02591156430018982,0.021575,0.008505378192325474,0.3226527319362928,0.2849245631880359,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
13,6,0.414934,102,92,8,20,68,0.419785,0.39349553942738,-0.020646254387026535,0.02591156430018982,0.021773,0.007216936554168595,0.32667416759648377,0.28450143172093767,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
14,6,0.503413,102,92,8,20,68,0.420753,0.39451993768141014,-0.020646254387026535,0.02591156430018982,0.021978,0.005700302938049003,0.33747290911092864,0.2845894548223401,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
15,2,-0.516506,102,92,8,20,68,0.419908,0.39364459409049285,-0.020646254387026535,0.02591156430018982,0.02176,-0.00011164900523963323,0.348499126804015,0.2852967757338827,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
16,2,0.404301,102,92,8,20,68,0.420754,0.39452903897611413,-0.020646254387026535,0.02591156430018982,0.021944,0.0044643926082601395,0.3477012384545004,0.2855627584037856,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
17,1,0.556405,102,92,8,20,68,0.421523,0.3952959488722624,-0.02384895952636869,0.02591156430018982,0.022218,0.005124656803051324,0.34444698796906353,0.28703317252999916,0.5413024327051436,0.49894985772392764,0.18232943044886057,0.3665338645418327
