,Unnamed: 0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0,-0.6850079401631536,0.7385193860019498,-0.48369403973351216,-0.3183927933757235,-0.2701969436638655,-0.3154570129955532,0.41654080000000004,0.0,-13.313431790000012,0.4715648656799592,1.5284351343200409,0,0.07897735935673769
1,1,0.2681721735902826,-0.15000000000000033,0.0990294311150816,-1.0,-0.2091879576462129,-0.5752666037251897,0.0,0.24056110000000003,-28.537676204999997,0.3600379694981214,1.6399620305018785,1,0.3336093610127944
2,2,-0.7767608585659462,-0.6000000000000004,0.3081543583400875,-1.0,-0.95,-0.5197308448511422,0.0,1.0,-45.189024659166684,0.4454353126992932,1.5545646873007066,2,0.2335207241042138
3,3,-0.12328332203667129,0.00019830241914471636,-0.10939269441922947,-0.8499999999999999,0.07202889108285163,0.31707765112879666,0.6,0.9887945000000001,-16.276573695000007,0.7360796301805816,1.2639203698194184,3,0.03806929062526593
4,4,-0.5782383088624226,0.5499999999999996,-0.95,-1.0,-1.0,-0.9241585710072174,0.0,0.0,-48.86523411259739,0.436577634507763,1.563422365492237,4,0.32432004369079903
5,5,-0.025543723270620156,1.0,0.4093071263770413,-1.0,-0.6069365191643464,0.11197558088956876,0.95,0.0,-11.929872803888886,0.4715865246136451,1.5284134753863547,5,0.4797873902301998
6,6,0.1460081156569382,0.6499999999999997,-0.15202089497843058,-0.95,-0.9976585615974632,-0.00567685364175026,0.6764736666666665,0.0,-34.10945838785712,0.4848392127437953,1.5151607872562047,6,0.4328871059862868
7,7,0.08188246160792549,-0.7568865845862297,-1.0,-0.5963281800124891,0.2550241557419378,0.00014998361897887447,0.0,1.0,-13.640076400873012,0.5119791067679526,1.4880208932320476,7,-0.22230834705445535
8,8,-0.16399404969789771,-0.2657311191190238,0.014273512117870105,-0.45883636923590254,-0.47591604071887955,-0.6837643287759184,0.0,1.0,-34.773702600000014,0.575055336013951,1.424944663986049,8,0.20051084700527488
9,9,-0.5685025452058947,-0.4532541098935792,0.3200628154011246,-0.8999999999999999,-1.0,0.07546939605426668,0.2,1.0,-34.731098349658126,0.6238710745636505,1.3761289254363491,9,0.18713946070789733
10,10,-0.029693863154320543,-0.024303067760541794,0.7499999999999998,-1.0,-0.95,-0.6617606104171081,0.0,0.5078322,-14.80696755000001,0.7809614579429025,1.2190385420570975,10,0.5512939465837077
11,11,-0.4933356303576935,0.6478549936804294,0.2062883180143057,-0.8928639226932034,-0.41077322695712987,-0.6060451973597702,0.3,0.0,-7.80570766333333,0.7115830595979616,1.2884169404020382,11,0.37841500472452416
12,12,-0.02131876463618225,-0.5000000000000003,-0.1801361277133769,-0.8999999999999999,-0.95,0.06189595359721051,0.0,1.0,-42.26868843333334,0.6917798364969906,1.3082201635030093,12,0.181108192342205
13,13,-0.8759572248827594,-0.21422576613554978,0.2198471131090245,-0.95,-0.95,-0.8164648433526928,0.3,1.0,-61.04348521248169,0.6086522140217508,1.3913477859782493,13,0.3076881609072347
14,14,-0.1454099675048567,0.27658852715824733,0.15011846115688876,-0.95,-0.95,-0.485393213945637,0.15000000000000002,0.0,-21.373114494761904,0.3965823946989733,1.6034176053010267,14,0.4444483724593194
