,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
1272,5,-0.690066,100,85,2,9,76,0.450895,0.40879207799671957,0.010711842253060894,0.0810618813467972,0.014472,-9.404312858347835,0.5107496737864076,0.20323810300649955
1273,5,0.314198,100,85,2,9,76,0.451429,0.40927294058073754,0.007161962299769286,0.0810618813467972,0.014472,-9.411603532589805,0.49617059320388346,0.2013825807062755
1274,5,0.434369,100,85,2,9,76,0.451745,0.40955782342021335,0.007161962299769286,0.0810618813467972,0.014436,-9.421682680022592,0.4813265106796116,0.20103839118984537
1275,5,0.528761,100,85,2,9,76,0.451988,0.4097762674650436,0.007161962299769286,0.07979201150100686,0.01433,-9.433952099669716,0.4641808048543689,0.20141871742770942
1276,5,0.602228,100,85,2,9,76,0.452177,0.40993969788575557,0.0038900152727001616,0.07979201150100686,0.014169,-9.447926265129015,0.4459756126213592,0.201913555777224
1277,5,0.398327,100,85,2,9,76,0.452371,0.4101031283064676,0.0038900152727001616,0.07979201150100686,0.014007,-9.457169094313105,0.43588528932038834,0.2022629423063502
1278,5,-0.34191,100,85,2,9,76,0.451811,0.4096222657224497,0.0038900152727001616,0.07979201150100686,0.014007,-9.44923537418988,0.45057996310679616,0.20411085903151824
1279,5,-0.51574,100,85,2,9,76,0.451263,0.4091414031384317,0.010711842253060894,0.07979201150100686,0.014007,-9.437268088532672,0.46543947087378645,0.20591107090231733
1280,5,0.33696,100,86,3,11,75,0.451695,0.4095436934047996,0.006751882244810531,0.07999272938918382,0.013926,-9.439608348884038,0.4512461922330097,0.2054243734913141
1281,1,0.252969,101,86,4,12,74,0.451891,0.40971026671821764,0.006751882244810531,0.07999272938918382,0.013602,-9.45358443604693,0.44512656504854364,0.20125498255280277
1282,3,-0.948007,102,88,4,14,74,0.451707,0.4095594078683297,0.00772998045636156,0.079435911470717,0.013117,-9.478373180707122,0.4501682893203884,0.19855498692173482
1283,3,-0.399611,102,88,4,14,74,0.45152,0.40939916934228404,0.00772998045636156,0.079435911470717,0.01271,-9.48862832633819,0.45588316796116507,0.19683975633921055
1284,3,0.431268,102,88,4,14,74,0.451707,0.40955990196798664,0.00772998045636156,0.079435911470717,0.013123,-9.477770114930424,0.4511048951456311,0.20145038546542413
1285,4,0.391355,102,88,4,14,74,0.451892,0.4097107608178746,0.006751882244810531,0.07999272938918382,0.013609,-9.498493308377025,0.43675166504854357,0.19646607138775424
1286,4,-0.498241,102,88,4,14,74,0.451707,0.40955990196798664,0.00772998045636156,0.079435911470717,0.013123,-9.471868370512947,0.4513816970873787,0.20180587721299698
1287,4,0.849298,102,88,4,14,74,0.451892,0.4097107608178746,0.006751882244810531,0.07999272938918382,0.013609,-9.516840808377026,0.4363068796116503,0.19646607138775424
1288,4,0.589271,102,88,4,14,74,0.452089,0.40986161966776263,0.006501956507136669,0.07999272938918382,0.014094,-9.548330192600327,0.4276963242718446,0.19500976070814258
1289,4,-0.300073,102,88,4,14,74,0.451877,0.4096979485811918,0.006751882244810531,0.07999272938918382,0.013621,-9.532149245755667,0.4418005213592232,0.2003495665333853
1290,3,-0.684944,102,87,4,13,74,0.451685,0.4095304742071147,0.006520122682701126,0.076995454615882,0.013153,-9.549829182082528,0.4461564834951457,0.1964979869217348
1291,3,0.592851,102,87,4,13,74,0.451887,0.40970670141118554,0.005526594819797549,0.07753564520253932,0.013613,-9.534814172454697,0.4414815718446602,0.2008392946887251
1292,4,0.202851,102,87,4,13,74,0.452112,0.4098926965946376,0.005233228896534682,0.07753564520253932,0.014063,-9.542884590901297,0.42735647378640773,0.1969845335236766
1293,4,0.346717,102,87,4,13,74,0.45231,0.41004565733442333,0.003713113893218693,0.07753564520253932,0.014547,-9.556846997940132,0.4199775834951456,0.19647339857222026
1294,4,-0.513342,102,87,4,13,74,0.452115,0.4098947984845354,0.005233228896534682,0.07753564520253932,0.014061,-9.535925366548547,0.43439785728155333,0.2003568937178513
1295,4,0.89656,102,87,4,13,74,0.45231,0.41004565733442333,0.003713113893218693,0.07753564520253932,0.014547,-9.572030117438514,0.4197158728155339,0.19647339857222026
1296,4,0.737399,102,87,4,13,74,0.452518,0.4101965161843113,0.003650825460842358,0.07753564520253932,0.015032,-9.602083352309064,0.41394687864077667,0.1959879616790164
1297,4,0.803649,102,87,4,13,74,0.452737,0.4103473750341993,0.003650825460842358,0.07753564520253932,0.015518,-9.635226792276702,0.4082917533980583,0.19550252478581248
1298,4,0.771987,102,87,4,13,74,0.452937,0.41046933059601554,0.003650825460842358,0.07753564520253932,0.015973,-9.66743920845793,0.4028792077669902,0.1950170878926086
1299,4,0.741879,102,87,4,13,74,0.453061,0.4105119234568571,0.004632197736490627,0.07753564520253932,0.016347,-9.698755454574437,0.39763524174757287,0.19453165099940473
1300,4,0.583966,102,87,4,13,74,0.453461,0.41081992694204506,0.003618551680074207,0.07862231048543465,0.016995,-9.728545489404535,0.3918732058252427,0.1916190296401814
1301,4,0.559295,102,87,4,13,74,0.453877,0.411127930427233,0.003618551680074207,0.07862231048543465,0.017642,-9.757110908417479,0.38634607961165046,0.18967728206736587
1302,4,0.85685,102,87,4,13,74,0.454307,0.4114359339124209,0.003618551680074207,0.07862231048543465,0.018289,-9.800925654655343,0.3841101757281553,0.18822097138775423
1303,4,0.408686,102,87,4,13,74,0.454751,0.41174393739760884,0.004119785146148517,0.07862231048543465,0.018936,-9.821848460237865,0.3826124922330097,0.1872500976013465
1304,4,0.64765,102,87,4,13,74,0.45521,0.41205194088279684,0.0046512757703640085,0.07862231048543465,0.019584,-9.855044429938514,0.38119928543689324,0.18672726896056976
1305,4,0.708543,102,87,4,13,74,0.455628,0.4122852087643848,0.007463575536400487,0.07862231048543465,0.020154,-9.891404544906152,0.3782298213592233,0.18672726896056976
1306,4,0.740656,102,87,4,13,74,0.455993,0.4124360676142727,0.007463575536400487,0.0734230040679004,0.020639,-9.929457548223303,0.3749849980582524,0.18672726896056982
1307,4,0.747526,102,87,4,13,74,0.456305,0.41251706880264777,0.007585948395763118,0.0734230040679004,0.021053,-9.967908846928804,0.37194511165048544,0.18672726896056976
1308,4,0.712548,102,87,4,13,74,0.45662,0.4125893553348858,0.007585948395763118,0.0734230040679004,0.021457,-10.004604203037218,0.3693966165048544,0.18672726896056976
1309,4,0.71249,102,87,4,13,74,0.456947,0.4127390406414369,0.009079354033900153,0.0734230040679004,0.021785,-10.041339762584146,0.3668481310679611,0.18672726896056976
1310,4,0.579022,102,86,2,10,76,0.456894,0.41265103964566896,0.009080108460340514,0.07328376780412726,0.02219,-10.073244901424875,0.3643223689320388,0.18574622332950183
1311,5,0.31905,100,92,3,17,75,0.457816,0.4135527488824829,0.009107267047148019,0.07328376780412726,0.022567,-10.07794215684559,0.3642308495145631,0.18568198926801316
1312,1,-0.454858,102,86,2,10,76,0.457705,0.4132890138833277,0.008885522862751957,0.07328376780412726,0.022669,-10.072545264225385,0.3775903611650485,0.18727715917092577
1313,5,0.640908,100,92,3,17,75,0.458331,0.4139832376189491,0.007014187000606735,0.07328376780412726,0.022775,-10.08198111471082,0.36976209805825244,0.18820672057869275
1314,1,0.573492,101,86,3,11,75,0.458594,0.41415295382507317,0.007014187000606735,0.07328376780412726,0.02229,-10.112585739387196,0.3703647203883495,0.18480912883111997
1315,1,0.387712,101,86,3,11,75,0.458817,0.41429237516713713,0.007014187000606735,0.07328376780412726,0.021834,-10.133276119727,0.3709832029126213,0.1828673812583044
1316,1,-0.521213,101,86,3,11,75,0.458353,0.41395922854030126,0.008885522862751957,0.07328376780412726,0.022482,-10.105461424985902,0.3781506728155339,0.18772175019034323
1317,1,0.607825,101,86,3,11,75,0.458817,0.41429237516713713,0.007014187000606735,0.07328376780412726,0.021834,-10.137849021506938,0.3713553194174757,0.1828673812583044
1318,1,0.432801,101,86,3,11,75,0.458966,0.4143803761629052,0.007336260630993035,0.07328376780412726,0.02143,-10.160945576846743,0.371856222330097,0.1809256336854889
1319,1,0.824087,101,86,3,11,75,0.459054,0.41439735777290787,0.0058279551188587615,0.07328376780412726,0.021096,-10.204923288092697,0.37219900679611645,0.17898388611267335
1320,1,-0.666554,101,82,5,9,73,0.458885,0.4140673540387779,0.006656530255591782,0.07305074626865672,0.021581,-10.166345488114274,0.37916664271844647,0.1828673812583044
1321,4,0.578192,102,84,5,11,73,0.458883,0.4059302091904993,0.006656530255591782,0.07305074626865672,0.021986,-10.204274666026896,0.3664034592233009,0.18224308514179954
1322,3,0.455342,101,82,5,9,73,0.459052,0.4062633045095942,0.006656530255591782,0.07305074626865672,0.0215,-10.220776704818698,0.3695962912621359,0.17835958999616847
1323,4,0.550001,102,84,5,11,73,0.459056,0.4062737642314786,0.006670112948663934,0.07305074626865672,0.021848,-10.256856598993455,0.36209140291262126,0.17835958999616847
1324,3,0.716898,101,82,5,9,73,0.459234,0.40660685955057346,0.006670112948663934,0.07305074626865672,0.021363,-10.28283769081654,0.36668073592232997,0.17690327931655683
1325,3,0.620326,101,82,5,9,73,0.45942,0.40693995486966833,0.006670112948663934,0.07305074626865672,0.020877,-10.30531893772053,0.37139675825242713,0.17544696863694517
1326,3,0.536833,101,82,5,9,73,0.459615,0.4072730501887631,0.006670112948663934,0.07305074626865672,0.020392,-10.3247743016256,0.37626489902912624,0.1739906579573335
1327,4,-0.505494,102,84,5,11,73,0.459478,0.415281001214947,0.006656530255591782,0.07305074626865672,0.019745,-10.291614055994533,0.39116537184466005,0.17884502688937234
1328,3,0.880179,101,82,5,9,73,0.459682,0.41561100494907693,0.0052984209229133645,0.07305074626865672,0.019259,-10.32351262518547,0.3880384213592232,0.17739348595086102
1329,3,0.689959,101,82,5,9,73,0.459828,0.415867215527533,0.0074124260611159055,0.07305074626865672,0.018847,-10.348517423459471,0.3926108728155338,0.1764226121644533
1330,3,0.461344,101,86,2,10,76,0.459987,0.415955216523301,0.007500121589966979,0.07296881694142027,0.018442,-10.368888383459472,0.39566490485436884,0.17399478109649208
1331,5,0.793163,100,88,3,13,75,0.460391,0.4165932237426189,0.009346978292932316,0.07296881694142027,0.018604,-10.383064742278245,0.3886900766990289,0.17407776847513287
1332,1,0.621387,101,86,2,10,76,0.460455,0.4165995095280309,0.009481417146165828,0.07296881694142027,0.01828,-10.412357218491834,0.38705757087378634,0.17310689468872512
1333,5,-0.628102,100,88,3,13,75,0.459926,0.415882929991063,0.007634813664631404,0.07296881694142027,0.018038,-10.401080196323548,0.403384922330097,0.17435705609649213
1334,1,-0.61042,101,86,2,10,76,0.459761,0.4157949289952949,0.007500121589966979,0.07296881694142027,0.018442,-10.372304694931964,0.4120089805825241,0.17775511434891927
1335,5,0.526016,100,88,3,13,75,0.46029,0.41651150853226293,0.009346978292932316,0.07296881694142027,0.018685,-10.381706287488598,0.3977981067961163,0.17655034574050504
1336,1,-0.517822,101,86,2,10,76,0.460133,0.41642350753649493,0.009346978292932316,0.07296881694142027,0.019089,-10.357295895643938,0.40692221359223285,0.17994840399293222
1337,5,0.424284,100,88,3,13,75,0.460552,0.4170615147558128,0.010135501253391258,0.07296881694142027,0.019251,-10.36491353763423,0.3940736271844659,0.1804757971968157
1338,1,0.428911,101,86,2,10,76,0.460709,0.4171495157515808,0.010135501253391258,0.07296881694142027,0.018847,-10.385132630579212,0.3863097669902911,0.17707773894438855
1339,5,0.559028,100,88,3,13,75,0.461098,0.4177536290668141,0.010135501253391258,0.07296881694142027,0.018974,-10.395214705579216,0.3783873533980582,0.17810710302205846
1340,1,0.426377,101,86,3,11,75,0.461158,0.417923886015352,0.010941733096117444,0.07307712158250088,0.018489,-10.420306149673067,0.37744187475728147,0.1742236078764274
1341,1,0.901409,101,86,3,11,75,0.461098,0.41793017180076397,0.010941733096117444,0.07307712158250088,0.018165,-10.473352295223227,0.375608517475728,0.1726874746725439
1342,1,0.624921,101,86,3,11,75,0.461043,0.417936457586176,0.010663787310419177,0.07307712158250088,0.017842,-10.510127657116433,0.3735874514563105,0.17123116399293223
1343,1,0.61331,101,86,3,11,75,0.460994,0.41794274337158804,0.010663787310419177,0.07307712158250088,0.017518,-10.546219713022582,0.37136589417475724,0.17026029020652447
1344,1,-0.740406,101,86,3,11,75,0.460848,0.417691311955108,0.009422290472884117,0.07307712158250088,0.018084,-10.502648297003162,0.38066125631067943,0.1751146591385633
1345,1,0.758806,101,86,3,11,75,0.460994,0.41794274337158804,0.010663787310419177,0.07307712158250088,0.017518,-10.547302526938438,0.3713595582524271,0.17026029020652447
1346,1,0.237397,101,86,3,11,75,0.460982,0.41798415518380594,0.009315104586741181,0.07307712158250088,0.01723,-10.561272882035526,0.37289187281553376,0.1692894164201167
1347,1,0.463739,101,86,3,11,75,0.460944,0.4179904409692179,0.0070909156822740686,0.07307712158250088,0.016907,-10.588562991582451,0.3741995029126213,0.1683185426337089
1348,1,0.501018,101,86,3,11,75,0.460912,0.4179967267546299,0.0070909156822740686,0.07307712158250088,0.016583,-10.618046891501544,0.375847303883495,0.16783310574050506
1349,1,-0.420441,101,86,3,11,75,0.460748,0.41774366834217813,0.005851696214268099,0.07307712158250088,0.017148,-10.593304753961093,0.3847834553398056,0.1726874746725439
1350,1,0.468666,101,86,2,10,76,0.46088,0.4178285264452401,0.0058621029995424056,0.07278868813088214,0.016905,-10.611814490576904,0.37552905825242705,0.16907125331332057
1351,5,0.286504,100,91,3,16,75,0.461378,0.41839204452602063,0.0058621029995424056,0.07278868813088214,0.017141,-10.615052632453926,0.37180663203883485,0.1701832173909905
1352,1,0.288136,101,86,2,10,76,0.461534,0.4185027430242962,0.0058621029995424056,0.07278868813088214,0.016925,-10.626432402657347,0.3737267776699028,0.1681073436045827
1353,5,0.652094,100,91,3,16,75,0.461875,0.41890189039795805,0.0019015338592641455,0.07278868813088214,0.017005,-10.634057000230163,0.3714840349514561,0.17004909117739825
1354,1,0.333281,101,86,2,10,76,0.461967,0.4189645454058051,0.0019015338592641455,0.07278868813088214,0.01682,-10.647219784118281,0.37356699126213583,0.16795220185700993
1355,5,0.535779,100,91,3,16,75,0.462244,0.41928197756911106,0.0019015338592641455,0.07278868813088214,0.016982,-10.653701107581064,0.3714120067961164,0.1698939494298254
1356,1,0.477965,101,86,2,10,76,0.462259,0.419285120461817,0.0019015338592641455,0.07278868813088214,0.01682,-10.672578110331871,0.37344125922330085,0.167729710594874
1357,5,0.436746,100,91,3,16,75,0.462549,0.41960255262512297,0.003886077261562091,0.07286244229708591,0.016982,-10.67803810978171,0.37111737961165037,0.16975440331332056
1358,1,0.491706,101,86,2,10,76,0.462566,0.41960569551782906,0.003886077261562091,0.07286244229708591,0.01682,-10.697457786711901,0.3729961475728154,0.16758376787642737
1359,5,-0.413647,100,91,3,16,75,0.46191,0.41897083119121703,0.0019015338592641455,0.07278868813088214,0.016497,-10.69211922603229,0.387706022330097,0.16968301350749532
1360,1,0.553955,101,87,2,11,76,0.461782,0.41889540176627305,0.0016340502679186573,0.07174772358131817,0.016254,-10.715266075643939,0.3812733757281554,0.1669215478117025
1361,5,0.492577,100,89,2,13,76,0.461911,0.4191311187192231,0.007169569803511419,0.07180767808856585,0.016497,-10.735834024853371,0.3778997611650485,0.16360390442751382
1362,5,0.705697,100,89,2,13,76,0.461973,0.41928512046181704,0.007619864321340373,0.07180767808856585,0.01682,-10.765415156596319,0.37587448252427175,0.1618183199337552
1363,5,-0.700627,100,89,2,13,76,0.461832,0.4190494035088671,0.00023695940840624756,0.07180767808856585,0.016578,-10.735933183531133,0.38979255436893195,0.1660287230960298
1364,5,0.715763,100,89,2,13,76,0.461973,0.41928512046181704,0.007619864321340373,0.07180767808856585,0.01682,-10.765936243475656,0.3758840339805824,0.16181125732626556
1365,5,-0.503567,100,89,2,13,76,0.461832,0.4190494035088671,0.00023695940840624756,0.07180767808856585,0.016578,-10.744746458686008,0.389600003883495,0.1659297136369452
1366,5,0.503964,100,89,2,13,76,0.461973,0.41928512046181704,0.007619864321340373,0.07180767808856585,0.01682,-10.765871420895904,0.37588459514563094,0.16181107213902562
1367,5,0.947363,100,89,2,13,76,0.462046,0.41943912220441104,0.007619864321340373,0.07180767808856585,0.017144,-10.805735909430345,0.3739428475728155,0.16039816451073155
1368,5,-0.368528,100,89,2,13,76,0.461894,0.41920340525146105,0.001435840078591787,0.07180767808856585,0.016901,-10.79016884064625,0.3876070330097085,0.16445361258285368
1369,5,0.568913,100,89,2,13,76,0.462046,0.41943912220441104,0.007619864321340373,0.07180767808856585,0.017144,-10.814108354238485,0.3743690203883494,0.1603046659809119
1370,5,0.323737,100,87,3,12,75,0.462301,0.419835126685367,0.010464605252434743,0.07422038756850052,0.017387,-10.827650576568583,0.3722150067961164,0.15998150757911953
1371,1,-0.653195,101,88,2,12,76,0.461941,0.41926312021287504,0.008827701565728732,0.07422038756850052,0.017953,-10.787609146714212,0.38236319999999985,0.16532131340436224
1372,5,0.404581,100,87,3,12,75,0.462206,0.41965912469383093,0.010341115529250254,0.07422038756850052,0.018196,-10.804533118882494,0.3696998281553397,0.16483587651115836
1373,1,0.597902,101,88,2,12,76,0.462566,0.4202311311663229,0.01198138584212777,0.07422038756850052,0.017629,-10.841184991940747,0.3693943970873786,0.15998150757911947
1374,5,-0.486179,100,87,3,12,75,0.462223,0.419753411475011,0.004814521876586851,0.07422038756850052,0.017468,-10.820847693397056,0.38275883495145613,0.1633795658315467
1375,1,0.787818,101,88,2,12,76,0.462467,0.4201619875267909,0.004814521876586851,0.07422038756850052,0.017063,-10.869141617911621,0.37287801359223294,0.1604669444723234
1376,5,0.468885,100,87,3,12,75,0.462811,0.4206397072181028,0.01198138584212777,0.07422038756850052,0.017225,-10.88875549630968,0.37036013592232997,0.15755432311310005
1377,1,0.374493,101,88,2,12,76,0.463062,0.4210482832698828,0.01003705732894881,0.07422038756850052,0.01682,-10.91171222211874,0.37121709999999986,0.15561257554028457
1378,5,0.398885,100,87,3,12,75,0.463337,0.4214442877508387,0.01003705732894881,0.07422038756850052,0.017063,-10.928397935791882,0.3695219233009707,0.15561257554028457
1379,1,-0.909202,101,88,2,12,76,0.462963,0.42087228127834686,0.01198138584212777,0.07422038756850052,0.017629,-10.872663100274082,0.38041331067961154,0.16095238136552725
1380,5,-0.581167,100,88,3,13,75,0.462693,0.4204762767973908,0.006255159417386598,0.0741504538089357,0.017387,-10.846224219853369,0.3934431825242717,0.1648358765111583
1381,1,-0.419944,101,87,3,12,75,0.462484,0.42014627306326086,0.006255159417386598,0.0741504538089357,0.017872,-10.820644189578289,0.4031069038834951,0.17017568233640107
1382,1,-0.57617,101,87,3,12,75,0.462284,0.41981626932913096,0.003949155784519517,0.0741504538089357,0.018357,-10.785547961811298,0.41311598058252424,0.17551548816164375
1383,1,0.0,101,87,3,12,75,0.462284,0.41981626932913096,0.003949155784519517,0.0741504538089357,0.018357,-10.785547961811298,0.41311598058252424,0.17551548816164375
1384,1,0.480145,101,87,3,12,75,0.462484,0.42014627306326086,0.006255159417386598,0.0741504538089357,0.017872,-10.814794994287029,0.4033195349514562,0.17017568233640107
1385,1,0.582318,101,87,3,12,75,0.462693,0.4204762767973908,0.006255159417386598,0.0741504538089357,0.017387,-10.850265696811297,0.39329689514563093,0.1648358765111583
1386,1,0.517822,101,87,3,12,75,0.462851,0.4207245653211648,0.004313556813040111,0.0741504538089357,0.016982,-10.88180776012845,0.3836253038834949,0.15949607068591562
1387,1,-0.666473,101,87,3,12,75,0.462635,0.42039456158703487,0.006255159417386598,0.0741504538089357,0.017468,-10.841210944206122,0.3937873980582523,0.1648358765111583
1388,1,0.597005,101,87,3,12,75,0.462851,0.4207245653211648,0.004313556813040111,0.0741504538089357,0.016982,-10.877576273364696,0.3837323543689319,0.15949607068591562
1389,1,0.477597,101,87,3,12,75,0.462931,0.42089113863458283,0.004313556813040111,0.0741504538089357,0.016658,-10.906668109740101,0.37465313689320373,0.15704036922960496
1390,1,0.676102,101,86,3,11,75,0.463038,0.4210577119480008,0.004466302039679514,0.07445764651744526,0.016335,-10.941687391778938,0.37536641067961163,0.15509862165678942
1391,1,0.550779,101,86,3,11,75,0.46311,0.4211774355292424,0.004466302039679514,0.07445764651744526,0.016058,-10.97021546605078,0.3775410932038835,0.15411568427814862
1392,1,0.73023,101,86,3,11,75,0.463159,0.42126229363230444,0.004466302039679514,0.07445764651744526,0.015815,-11.008038349545926,0.3815826883495145,0.15314481049174086
1393,1,-0.588418,101,86,3,11,75,0.462959,0.42101400510853043,0.004466302039679514,0.07445764651744526,0.016219,-10.977560773251428,0.3916187854368931,0.1579991794237797
1394,1,-0.352743,101,86,3,11,75,0.462767,0.4207657165847565,0.004466302039679514,0.07445764651744526,0.016624,-10.959290139594469,0.40112213689320386,0.16285354835581853
1395,1,-0.26638,101,86,3,11,75,0.462588,0.4205244572327701,0.004466302039679514,0.07445764651744526,0.017022,-10.945492785872787,0.4103881417475727,0.16770791728785736
1396,1,0.902255,101,86,3,11,75,0.462773,0.42077274575654416,0.004466302039679514,0.07445764651744526,0.016617,-10.992225843073436,0.39999415242718445,0.16285354835581853
1397,1,0.538564,101,86,3,11,75,0.462966,0.42102103428031806,0.004466302039679514,0.07445764651744526,0.016212,-11.020121206908387,0.39029813203883484,0.1579991794237797
1398,1,-0.61331,101,86,3,11,75,0.462773,0.42077274575654416,0.004466302039679514,0.07445764651744526,0.016617,-10.988354333121979,0.4003853398058252,0.16285354835581853
1399,1,0.656077,101,86,3,11,75,0.462966,0.42102103428031806,0.004466302039679514,0.07445764651744526,0.016212,-11.022336402539455,0.3902984466019417,0.1579991794237797
1400,1,-0.352402,101,86,2,10,76,0.462863,0.42077274575654416,0.00046832290024349804,0.07471181117669179,0.016617,-11.002978384173757,0.4002860233009708,0.16236811146261468
1401,5,0.563443,100,89,2,13,76,0.46354,0.4134351954688812,0.00046832290024349804,0.07471181117669179,0.016849,-11.028905204934274,0.3880253747572814,0.16070480194805156
1402,5,-0.422117,100,89,2,13,76,0.462854,0.42076241852045454,0.00046832290024349804,0.07471181117669179,0.016606,-11.009303527523272,0.40106547281553395,0.1634094326762069
1403,5,-0.277288,100,89,2,13,76,0.462184,0.42004583898348663,0.00046832290024349804,0.07471181117669179,0.016364,-10.996561792523272,0.4143224475728155,0.166351978598537
1404,5,0.593987,100,89,2,13,76,0.462854,0.42076241852045454,0.00046832290024349804,0.07471181117669179,0.016606,-11.023567894481202,0.40096128155339805,0.16373288966649818
1405,5,-0.624561,100,89,2,13,76,0.462184,0.42004583898348663,0.00046832290024349804,0.07471181117669179,0.016364,-10.994868543283792,0.4143829475728156,0.1663368691810613
1406,5,-0.271491,100,89,2,13,76,0.461529,0.4193292594465188,0.0001609657947686228,0.07471181117669179,0.016121,-10.982525015743338,0.42755662621359214,0.1692889395208671
1407,5,0.438711,100,89,2,13,76,0.462184,0.42004583898348663,0.00046832290024349804,0.07471181117669179,0.016364,-11.002258393089617,0.4145750194174757,0.16659311719077
1408,5,0.430265,100,89,2,13,76,0.462854,0.42076241852045454,0.00046832290024349804,0.07471181117669179,0.016606,-11.021820737134922,0.40137706601941747,0.16389312136552728
1409,5,-0.329187,100,89,2,13,76,0.462184,0.42004583898348663,0.00046832290024349804,0.07471181117669179,0.016364,-11.00669417640677,0.41466215048543686,0.16675041049174086
1410,5,0.412853,100,90,2,14,76,0.462421,0.4204449863571486,0.0005533575895251,0.07363188445593137,0.016445,-11.026663488707445,0.4014362048543689,0.1636855541982647
1411,5,0.34191,100,90,2,14,76,0.462665,0.4208441337308105,0.0005533575895251,0.07363188445593137,0.016525,-11.043201382899854,0.38869961262135894,0.16220305691671133
1412,5,-0.526387,100,90,2,14,76,0.46232,0.4203664140394986,0.0005533575895251,0.07363188445593137,0.016364,-11.017740498792763,0.40208516796116506,0.1661268672079735
1413,5,0.200494,100,90,2,14,76,0.462665,0.4208441337308105,0.0005533575895251,0.07363188445593137,0.016525,-11.027438203220537,0.388855612621359,0.16222801672253662
1414,5,0.381985,100,90,2,14,76,0.462839,0.42116156589411646,0.0005533575895251,0.07363188445593137,0.016687,-11.045914462267316,0.3775711504854368,0.16268419827593464
1415,5,-0.387532,100,90,2,14,76,0.462488,0.4206838462028046,0.0005533575895251,0.07363188445593137,0.016525,-11.02716989568891,0.39093576116504836,0.16659737400408997
1416,5,0.438672,100,90,2,14,76,0.462839,0.42116156589411646,0.0005533575895251,0.07363188445593137,0.016687,-11.048388073961933,0.377825254368932,0.16268028177108027
1417,5,0.652476,100,90,2,14,76,0.463018,0.4214789980574224,0.0005533575895251,0.07363188445593137,0.016849,-11.079947768330864,0.3742499339805823,0.16311574662544917
1418,5,-0.336551,100,90,2,14,76,0.462662,0.42100127836611045,0.0005533575895251,0.07363188445593137,0.016687,-11.063669094262021,0.3876601757281553,0.16702501769341038
1419,5,0.505686,100,90,2,14,76,0.463018,0.4214789980574224,0.0005533575895251,0.07363188445593137,0.016849,-11.088128670590352,0.3742787796116503,0.16310279264486666
1420,5,0.617367,100,85,3,10,75,0.463174,0.4216785872787525,-0.0003297683741298688,0.07314035873656223,0.017286,-11.114600912079023,0.3720823912621358,0.16155561546040062
1421,1,-0.530834,101,88,2,12,76,0.462719,0.4212731541196786,0.0015918982350206594,0.07314035873656223,0.017529,-11.085507746868668,0.3819953436893203,0.16586776788758514
1422,5,0.488144,100,85,3,10,75,0.462887,0.42147964753090156,0.0015918982350206594,0.07314035873656223,0.017959,-11.106517986949575,0.36977157961165036,0.1647888803633133
1423,1,0.568052,101,88,2,12,76,0.463342,0.4218850806899755,-0.0003297683741298688,0.07314035873656223,0.017717,-11.137650924004591,0.3697951184466019,0.1604767279361288
1424,5,-0.431786,100,85,3,10,75,0.463096,0.42159386092704193,-0.0003297683741298688,0.07314035873656223,0.01737,-11.11899654004019,0.38298657378640766,0.16414043181962396
1425,1,0.328376,101,88,2,12,76,0.463449,0.4219381029085672,-0.0003297683741298688,0.07314035873656223,0.017229,-11.136993678632422,0.37415087281553383,0.16163389638273076
1426,5,-0.462527,100,85,3,10,75,0.463213,0.4216485255130284,0.0005772243753607727,0.07314035873656223,0.016881,-11.117086038616241,0.3874101427184465,0.16528195245069197
1427,1,-0.373166,101,88,2,12,76,0.462739,0.42123048606428437,0.0005772243753607727,0.07314035873656223,0.017111,-11.096634116690675,0.39739828446601927,0.1694907471108861
1428,5,0.431786,100,85,3,10,75,0.462976,0.42152170582721804,-0.0003297683741298688,0.07314035873656223,0.017458,-11.115148764085497,0.3846014669902912,0.16582704322739095
1429,1,0.611257,101,88,2,12,76,0.46344,0.42192713898629186,-0.0003297683741298688,0.07314035873656223,0.017215,-11.14864963609197,0.3741047844660193,0.16164221021768224
1430,5,-0.424284,100,86,2,10,76,0.46293,0.42149641523702486,-0.0023862404262850368,0.07556636305195556,0.016936,-11.136985114626947,0.3875742436893203,0.16375832469988286
1431,5,-0.568913,100,86,2,10,76,0.462432,0.421080639901207,-0.0014061729693060447,0.07556636305195556,0.016673,-11.12162059706409,0.4014893320388348,0.16625383942480193
1432,5,-0.392195,100,86,2,10,76,0.461945,0.42064659944117405,-0.004037309074806861,0.07556636305195556,0.016391,-11.111219041786518,0.4152319766990291,0.16887891758014176
1433,5,0.503221,100,86,2,10,76,0.462431,0.42106916452747667,-0.0014061729693060447,0.07556636305195556,0.016661,-11.12432086759558,0.4017176165048542,0.166820676398912
1434,5,-0.553521,100,86,2,10,76,0.461945,0.4206517983671267,-0.004037309074806861,0.07556636305195556,0.016397,-11.10964074126374,0.4153038514563107,0.16884203958661426
1435,5,0.466318,100,86,2,10,76,0.462432,0.42107817769252387,-0.0014061729693060447,0.07556636305195556,0.016671,-11.12178176226822,0.4018193805825242,0.16675674225651718
