,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
3165,6,0.777412,100,84,2,8,76,0.493471,0.4247952894766092,0.0016466573327291911,0.0961705370562459,-0.035746,-12.98539515773843,0.47831127864077666,0.3438988949728431
3166,6,0.154433,100,84,2,8,76,0.493854,0.42516844365837736,0.0016466573327291911,0.0961705370562459,-0.035827,-12.984633159971443,0.47412216407766977,0.34475709888870076
3167,6,-0.719427,100,84,2,8,76,0.493471,0.4247952894766092,0.0016466573327291911,0.0961705370562459,-0.035746,-12.988182938320959,0.47745882815533974,0.3433230700537493
3168,6,-0.322794,100,84,2,8,76,0.493094,0.42442213529484113,0.0016466573327291911,0.09840770186446218,-0.035665,-12.989775659874356,0.4815400203883494,0.3421443868498658
3169,6,0.366908,100,84,2,8,76,0.493471,0.4247952894766092,0.0016466573327291911,0.0961705370562459,-0.035746,-12.987965270812866,0.47761202621359217,0.34335146976248715
3170,6,-0.262875,100,86,2,10,76,0.492747,0.42412545560167236,0.0017031169319059517,0.09805369962654473,-0.035809,-12.985472955278885,0.48176276504854354,0.3428660328692832
3171,6,0.669589,100,86,2,10,76,0.493492,0.4248137838333801,0.001663512000882604,0.09582779079313686,-0.035728,-12.991821318574463,0.47806317766990286,0.34335146976248715
3172,6,0.969288,100,85,2,10,75,0.494247,0.4255021120650878,0.0007840125818904469,0.09582779079313686,-0.035647,-13.001011134486006,0.4753801009708737,0.343836906655691
3173,6,0.408371,100,86,2,10,76,0.494925,0.42612056680459187,0.004201675717427582,0.09582779079313686,-0.035485,-13.004882894815026,0.4745023165048542,0.3445719160408043
3174,6,-0.287705,100,86,2,10,76,0.494174,0.42544475632032663,0.0007840125818904469,0.09582779079313686,-0.035554,-13.002155162641348,0.4783531203883494,0.34408647914760043
3175,6,-0.77365,100,86,2,10,76,0.493419,0.42475642808861885,0.001663512000882604,0.09582779079313686,-0.035635,-12.994820197565833,0.4814309961165048,0.3436010422543965
3176,6,0.583975,100,86,2,10,76,0.494174,0.42544475632032663,0.0007840125818904469,0.09582779079313686,-0.035554,-13.000356864475219,0.477991376699029,0.34408647914760043
3177,6,0.673031,100,86,2,10,76,0.49494,0.42613308455203425,0.004201675717427582,0.09582779079313686,-0.035473,-13.00673786760359,0.4750745126213591,0.3445719160408043
3178,6,0.440207,100,86,2,10,76,0.495628,0.42675153929153836,0.004201675717427582,0.09582779079313686,-0.035311,-13.010911467145121,0.474844945631068,0.34554278982721204
3179,6,0.510152,100,86,2,10,76,0.496199,0.4272882271784638,0.004201675717427582,0.09582779079313686,-0.03523,-13.015748216578777,0.4747948766990291,0.34651366361361974
3180,6,0.325027,100,84,2,8,76,0.496709,0.4278249150653892,0.004381310808962562,0.09625907468264461,-0.035149,-13.018672506534857,0.4747542155339807,0.34748453740002755
3181,6,-0.432118,100,84,2,8,76,0.496199,0.4272882271784638,0.004381310808962562,0.09625907468264461,-0.03523,-13.014784715053118,0.4779451145631067,0.3469991005068237
3182,6,-0.813845,100,84,2,8,76,0.495699,0.42675153929153836,0.004381310808962562,0.09625907468264461,-0.035311,-13.00746250265714,0.4810063543689321,0.34651366361361974
3183,6,-0.384764,100,84,2,8,76,0.495207,0.42621485140461296,0.004381310808962562,0.09625907468264461,-0.035392,-13.004000753258158,0.48470020097087363,0.3460282267204159
3184,6,0.404995,100,84,2,8,76,0.495699,0.42675153929153836,0.004381310808962562,0.09625907468264461,-0.035311,-13.007644515810169,0.4809499213592233,0.34651366361361974
3185,6,-0.346672,100,84,2,8,76,0.495207,0.42621485140461296,0.004381310808962562,0.09625907468264461,-0.035392,-13.004525485828662,0.4847439689320387,0.3460282267204159
3186,6,-0.666584,100,84,2,8,76,0.494725,0.42567816351768745,0.004381310808962562,0.09625907468264461,-0.035473,-12.99852818693823,0.48803112524271836,0.34554278982721204
3187,6,-0.417077,100,84,2,8,76,0.494251,0.425141475630762,0.0047673655267025505,0.09625907468264461,-0.035554,-12.99477571818534,0.4918870300970874,0.34505735293400813
3188,6,0.347385,100,84,2,8,76,0.494725,0.42567816351768745,0.004381310808962562,0.09625907468264461,-0.035473,-12.997901162388995,0.48774097281553397,0.34554278982721204
3189,6,-0.457319,100,84,2,8,76,0.494251,0.425141475630762,0.0047673655267025505,0.09625907468264461,-0.035554,-12.993786635585941,0.4914537048543689,0.34505735293400813
3190,6,-0.499421,100,89,2,13,76,0.493557,0.42453491425163303,0.004090118113273899,0.09876053343478523,-0.035554,-12.992090249085711,0.4952452951456309,0.34505735293400813
3191,6,0.432118,100,89,2,13,76,0.494251,0.425141475630762,0.004810372333425395,0.09651213432773385,-0.035554,-12.993627949941004,0.49110494271844657,0.34505735293400813
3192,6,-0.625984,100,89,2,13,76,0.493557,0.42453491425163303,0.004090118113273899,0.09876053343478523,-0.035554,-12.991501663926211,0.4946971203883493,0.34505735293400813
3193,6,0.478589,100,89,2,13,76,0.494251,0.425141475630762,0.004810372333425395,0.09651213432773385,-0.035554,-12.993204731794913,0.4906335582524272,0.34505735293400813
3194,6,0.19839,100,89,2,13,76,0.494941,0.4257332509994125,0.004810372333425395,0.09651213432773385,-0.035537,-12.99387860565067,0.48607740679611644,0.34554846846336545
3195,6,-0.467651,100,89,2,13,76,0.494235,0.42512668962028344,0.004810372333425395,0.09651213432773385,-0.035537,-12.99234978997799,0.4898300019417476,0.3455484684633655
3196,6,0.524456,100,89,2,13,76,0.494941,0.4257332509994125,0.004810372333425395,0.09651213432773385,-0.035537,-12.994149173611834,0.48607208252427175,0.34554846846336545
3197,6,-0.763079,100,89,2,13,76,0.494235,0.42512668962028344,0.004810372333425395,0.09651213432773385,-0.035537,-12.991654561799535,0.48927291262135925,0.3455484684633655
3198,6,-0.364335,100,89,2,13,76,0.493541,0.4245201282411545,0.004090118113273899,0.09876053343478523,-0.035537,-12.990404545572073,0.49337616213592217,0.3455484684633655
3199,6,0.52969,100,89,2,13,76,0.494235,0.42512668962028344,0.004810372333425395,0.09651213432773385,-0.035537,-12.992307594971054,0.48937205145631063,0.3455484684633655
3200,6,-0.661397,100,84,4,10,74,0.493712,0.4247592291941367,0.003846723932269426,0.09893015153999046,-0.035638,-12.994168110877206,0.49389115922330074,0.3444269173306794
3201,2,-0.378125,101,87,2,11,76,0.493283,0.42429167228576276,0.004158299452491875,0.09893015153999046,-0.03535,-12.9782389663141,0.4982826834951456,0.3472204852918444
3202,6,-0.520182,100,84,4,10,74,0.492778,0.4239353755518936,0.004158299452491875,0.09893015153999046,-0.035465,-12.97970224200989,0.5027686339805824,0.34623475163488654
3203,2,0.649722,101,87,2,11,76,0.493175,0.42437036281687457,0.004158299452491875,0.09893015153999046,-0.035784,-13.007072892932221,0.4983900126213591,0.3433221302756632
3204,6,-0.52297,100,84,4,10,74,0.492677,0.42401384563968625,0.004158299452491875,0.09893015153999046,-0.035898,-13.008544012414422,0.5026175135922327,0.3427614250137407
3205,2,0.501248,101,87,2,11,76,0.49296,0.42431499742804285,0.004158299452491875,0.09893015153999046,-0.036201,-13.029659921039018,0.49830317184465994,0.3411728978292747
3206,6,0.325815,100,84,4,10,74,0.493446,0.4246575154200913,0.003846723932269426,0.09893015153999046,-0.03607,-13.028743400003421,0.4936627553398055,0.34197169556390256
3207,2,-0.418929,101,87,2,11,76,0.493015,0.42419485166629944,0.004158299452491875,0.09893015153999046,-0.035778,-13.011095329048727,0.49800433786407755,0.34480480041827144
3208,6,0.727481,100,84,4,10,74,0.493531,0.424567536278831,0.003846723932269426,0.09893015153999046,-0.035683,-13.009048919971058,0.49407904174757256,0.34598990883251096
3209,2,0.541202,101,87,2,11,76,0.493949,0.4250155372707029,0.003846723932269426,0.09893015153999046,-0.03599,-13.031847948903096,0.4896985029126211,0.34307728747328764
3210,6,0.607466,100,86,3,11,75,0.494568,0.42544667158429955,0.005633602500016675,0.0992270659249359,-0.036313,-13.023029070221865,0.4867813621359222,0.34458676481956596
3211,1,0.788439,101,86,2,10,76,0.494975,0.4258079324056926,0.005633602500016675,0.0992270659249359,-0.036556,-13.048157215124776,0.4826008970873784,0.3426450172467504
3212,6,0.702876,100,86,3,11,75,0.495606,0.42623906671928924,0.005633602500016675,0.0992270659249359,-0.03688,-13.03789635594193,0.4800013650485436,0.34416284540209025
3213,1,0.720991,101,86,2,10,76,0.496024,0.4266003275406823,0.005233018191005358,0.0992270659249359,-0.037122,-13.060904051438154,0.47673361359223293,0.34266894540209025
3214,6,0.869965,100,86,3,11,75,0.496667,0.4270314618542788,0.005233018191005358,0.0992270659249359,-0.037446,-13.048133582829742,0.4751667902912619,0.3442013975056501
3215,1,-0.648475,100,86,3,11,75,0.496348,0.4267519527191278,0.005233018191005358,0.0992270659249359,-0.037298,-13.039660733962426,0.4802001757281553,0.3451508790590482
3216,1,-0.468087,100,86,3,11,75,0.496067,0.42648857628140313,0.005233018191005358,0.0992270659249359,-0.037169,-13.033576235782817,0.4854700650485436,0.345875875175553
3217,1,-0.543816,100,86,3,11,75,0.495784,0.4262184271369219,0.005233018191005358,0.10003719812434274,-0.037031,-13.026533721583785,0.49065199126213577,0.34671816384869214
3218,1,0.652098,100,86,3,11,75,0.496083,0.42649826024374893,0.005233018191005358,0.0992270659249359,-0.03718,-13.034941789221326,0.4849189116504854,0.3457660900622844
3219,1,-0.205819,100,86,3,11,75,0.495851,0.4262583393553684,0.005233018191005358,0.10003719812434274,-0.037078,-13.03227408428605,0.49125963980582515,0.34614504378396727
3220,1,0.572865,101,88,2,12,76,0.4963,0.4266775803085898,0.00876269984352742,0.10015085376495537,-0.037563,-13.057708423228876,0.4860597805825242,0.3428860306771711
3221,6,0.400892,100,86,3,11,75,0.49678,0.42719048147476507,0.00876269984352742,0.10041805741478625,-0.037806,-13.057893322500723,0.4817516135922328,0.34434234135678277
3222,1,0.422996,101,88,2,12,76,0.497185,0.42755755013711744,0.00876269984352742,0.10041805741478625,-0.038231,-13.076673676572995,0.4762215116504853,0.3410469520363944
3223,6,0.556346,100,86,3,11,75,0.497674,0.42807045130329274,0.00876269984352742,0.10041805741478625,-0.038473,-13.076840249064906,0.4746881611650485,0.34298869960920997
3224,1,-0.450129,101,88,2,12,76,0.497214,0.4276512103500712,0.00876269984352742,0.10041805741478625,-0.037988,-13.056855196341067,0.4804864796116504,0.34676293990047213
3225,6,-0.655686,100,86,3,11,75,0.496653,0.4270565423313172,0.00876269984352742,0.10041805741478625,-0.037826,-13.05676497757084,0.48407790776699017,0.3457920661140644
3226,1,0.181876,100,86,3,11,75,0.496945,0.42736787749052235,0.00876269984352742,0.09931966364863318,-0.037666,-13.056316442133946,0.4783829796116503,0.3468747958875271
3227,1,-0.73023,101,88,2,12,76,0.496498,0.42694863653730086,0.005308722223159311,0.09931966364863318,-0.037181,-13.023767328191122,0.48388725922330084,0.350581050741896
3228,6,-0.625279,100,86,3,11,75,0.495943,0.4263539685185469,0.005308722223159311,0.09680520777265529,-0.037019,-13.023580115327043,0.487492231067961,0.34961017695548824
3229,1,0.266809,101,88,2,12,76,0.496401,0.42678587807886353,0.00876269984352742,0.09680520777265529,-0.037492,-13.035472809043332,0.4816811281553398,0.3457914415185951
3230,6,-0.458722,100,90,2,14,76,0.495677,0.426121336567906,0.006514794806536724,0.09594882102207988,-0.037249,-13.046153879674401,0.48535504271844643,0.3444894389026296
3231,6,-0.428188,100,90,2,14,76,0.494968,0.4254567950569485,0.006113688015842416,0.09594882102207988,-0.037006,-13.056072015839451,0.4895232485436892,0.3433036998249597
3232,6,-0.401929,100,90,2,14,76,0.494272,0.42479225354599087,0.006113688015842416,0.09594882102207988,-0.036764,-13.065333130887993,0.49445768543689295,0.3421799156016587
3233,6,-0.606996,100,90,2,14,76,0.49359,0.4241277120350333,0.0029913102126078468,0.09594882102207988,-0.036521,-13.079245669965664,0.4989661155339804,0.34115385152398886
3234,6,-0.942815,100,87,3,13,74,0.493034,0.42353304401627934,0.0031335056201544373,0.09594882102207988,-0.036359,-13.09443729205304,0.5036478766990291,0.3405385665725325
3235,1,-0.621732,100,90,2,14,76,0.49246,0.423018949852589,0.0031335056201544373,0.0902619760079148,-0.036291,-13.072712413897701,0.5091593165048542,0.34382531899971697
3236,6,0.575474,100,90,2,14,76,0.493117,0.4236834913635465,0.0031335056201544373,0.09594882102207988,-0.036533,-13.059592207587022,0.5045676087378639,0.346331759776416
