,topic,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
0,1,0.0,100,78,22,21,57,0.450177,0.4264582395009896,0.00980937302358747,0.23917168261455918,0.012453,0.0,0.2935065994689939,0.2935065994689939
1,3,1.0,101,84,18,24,60,0.451564,0.42792882773628366,0.014505282160155607,0.23059594156688093,0.012291,-0.0184004150566343,0.2952045401433209,0.2934295218850939
2,6,-1.0,101,84,18,24,60,0.450088,0.42637654015458437,0.00980937302358747,0.23917168261455918,0.012372,-0.040701930299352755,0.29950318783979635,0.2949947487782978
3,6,-0.544851,101,84,18,24,60,0.448636,0.42482425257288503,0.00930896242440715,0.23917168261455918,0.012453,-0.0522093469012945,0.30486132757840445,0.2961510449329645
4,6,0.680278,101,84,18,24,60,0.450088,0.42637654015458437,0.00980937302358747,0.23917168261455918,0.012372,-0.0386452535841424,0.3060957334036472,0.2964039018585309
5,6,-0.297249,101,84,18,24,60,0.448689,0.4248769759766773,0.01231631699651745,0.23917168261455918,0.012468,-0.04492323541262135,0.3044168295201521,0.295313317360149
6,6,-0.592772,101,84,18,24,60,0.44726,0.42332468839497805,0.012064570943075621,0.23917168261455918,0.012549,-0.05675127360841425,0.3106347601768633,0.29741776877576137
7,6,0.512112,101,84,18,24,60,0.448689,0.4248769759766773,0.01231631699651745,0.23917168261455918,0.012468,-0.047137623608414246,0.312955809903226,0.29794735476281636
8,6,-0.428672,101,84,18,24,60,0.447273,0.42333777523938354,0.012064570943075621,0.23917168261455918,0.012562,-0.05569124883495146,0.31138282446633286,0.29726677421265457
9,6,0.250143,101,84,18,24,60,0.448618,0.4247880480567268,0.00930896242440715,0.23917168261455918,0.012482,-0.05099932754854369,0.31394331475759496,0.29849759669647336
10,6,-0.558702,101,88,4,19,69,0.447409,0.423489261010802,0.009583042457320567,0.16160192977166196,0.01281,-0.06121344669902912,0.31219518711908084,0.2953827959925898
11,4,1.0,102,90,3,20,70,0.44856,0.42479645055328563,0.00805768383158306,0.16160192977166196,0.012971,-0.0949924574848059,0.3115431152744207,0.2900302735118428
12,3,0.877537,101,90,7,21,69,0.449651,0.426021940749364,0.0057465193416855066,0.17740247206859436,0.013214,-0.11415655184875909,0.3126897614820371,0.28743266215559926
13,2,0.0,100,88,4,19,69,0.449651,0.426021940749364,0.0057465193416855066,0.17740247206859436,0.013214,-0.11415655184875909,0.3126897614820371,0.28743266215559926
14,4,0.881718,102,90,3,20,70,0.450955,0.4273291302918477,0.0057465193416855066,0.17740247206859436,0.013052,-0.14433516179653788,0.3116826828412604,0.2835491670099682
15,3,0.790456,101,90,7,21,69,0.452067,0.42855462048792603,0.0057465193416855066,0.17740247206859436,0.013295,-0.1617517678595202,0.31368724400630893,0.28198774336774346
16,2,0.0,100,88,4,19,69,0.452067,0.42855462048792603,0.0057465193416855066,0.17740247206859436,0.013295,-0.1617517678595202,0.31368724400630893,0.28198774336774346
17,4,0.753073,102,90,3,20,70,0.453366,0.42983080657428074,0.0057465193416855066,0.17740247206859436,0.013102,-0.18739523353692533,0.3126853974043672,0.27947231673700934
18,3,0.652411,101,87,8,19,68,0.45447,0.43097459742395394,0.010551120363081092,0.1647801847693288,0.013426,-0.2045759354848965,0.31539962956924683,0.2776237018213763
19,2,1.0,101,88,8,20,68,0.455471,0.4319549895808167,0.010315816175537968,0.1647801847693288,0.013426,-0.2127859771089035,0.32451847572593695,0.2755706742999693
20,2,0.289077,101,84,5,15,69,0.456273,0.43276554337734485,0.018907491820503212,0.1879937373124021,0.01342,-0.21465875616212376,0.3347048707370518,0.2744528347141546
21,5,0.0,100,85,3,15,70,0.456273,0.43276554337734485,0.018907491820503212,0.1879937373124021,0.01342,-0.21465875616212376,0.3347048707370518,0.2744528347141546
22,2,-0.372022,101,84,5,15,69,0.455303,0.4317934384879901,0.018907491820503212,0.1879937373124021,0.013266,-0.21214054915040573,0.3346439484069546,0.276603562971205
23,5,0.0,100,85,3,15,70,0.455303,0.4317934384879901,0.018907491820503212,0.1879937373124021,0.013266,-0.21214054915040573,0.3346439484069546,0.276603562971205
24,3,0.554489,101,86,7,17,69,0.45606,0.43277383064485286,0.01670590711763632,0.1879937373124021,0.013428,-0.225802068745875,0.336320743184142,0.27409108380453834
25,1,0.0,100,81,7,12,69,0.45606,0.43277383064485286,0.01670590711763632,0.1879937373124021,0.013428,-0.225802068745875,0.336320743184142,0.27409108380453834
26,2,0.237169,100,83,4,14,69,0.456691,0.4334274254160948,0.01670590711763632,0.1879937373124021,0.013428,-0.21448539719469784,0.3470498723168883,0.2768964236674738
