,Unnamed: 0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,privacy,activity,satisfaction,lat_acc,lat_rej,id,pol_inclination
0,0,1.0,1.0,0.6285428630072695,0.018988272039584295,0.050163804989593413,-0.5172513529162996,0.95,0.8999999999999999,11.861291308690472,0.6854901025551506,1.3145098974448493,0,0.5127736898157319
1,1,-0.46451624068872066,0.95,-0.28774627106560124,0.32907347460759706,-0.0003206338971524364,0.1254384003022474,0.9467085999999999,0.0,8.08746875345238,0.307704882154484,1.692295117845516,1,-0.04274229212783567
2,2,0.8384718970228123,1.0,-0.039219000927234154,-0.4272215907557826,-1.0,0.3452218781336927,0.8763643999999999,0.9045475,3.391963532103173,0.4381053141201619,1.5618946858798382,2,0.48020876811961133
3,3,1.0,1.0,0.49515291837182723,0.12427315022470908,-0.3097715886623088,-0.2222011953131195,1.0,0.6163206999999998,13.195358801428576,0.3950228563371988,1.604977143662801,3,0.48380875868709106
4,4,0.8771056025367576,0.8999999999999999,0.41838595650756594,-0.6855646687367322,0.041701950258700306,-0.29463593085860973,0.92601495,1.0,8.751723641666667,0.6371528050618659,1.362847194938134,4,0.5223317013968275
5,5,1.0,1.0,0.6334057332280396,-0.34877665274398595,0.07371702172971492,-0.011764911892199678,1.0,0.8999999999999999,17.66902315702382,0.5977370618228557,1.4022629381771443,5,0.4867050460224184
6,6,0.47646284438924374,1.0,1.0,-0.3236137406142774,-0.520175553947681,-0.2340736399103336,1.0,0.8999999999999999,12.652381141666666,0.2903286407107465,1.7096713592892536,6,0.592387629810256
7,7,1.0,1.0,1.0,0.008830691832390283,-0.05970061613445858,0.0016403957544460779,0.8999999999999999,0.8999999999999999,28.13327289670633,0.6335913893099664,1.3664086106900335,7,0.5082049214246037
8,8,1.0,0.8642474668583844,1.0,0.100811827343195,-0.9490616593272012,-0.478815681001683,0.9171032499999999,0.8999999999999999,24.224292049047616,0.4347727042074896,1.5652272957925104,8,0.6985521633073456
9,9,1.0,-0.36254210348071936,0.054578865018499956,0.014232245789468204,-0.019217929171550435,0.09554863318901523,0.7611298333333331,0.1328355,5.645124283333336,0.5463554304184464,1.4536445695815536,9,0.1002456352884746
10,10,-0.3524368835505912,0.27524119905698696,0.4782645055655356,-0.7217476649889726,-0.2614251307049505,0.08100413699394318,0.6862643083333333,1.0,0.18005587333333517,0.8783395717237089,1.1216604282762912,10,0.2172062466286519
11,11,0.4978251137261824,0.45388147493514863,0.9731478478527896,-0.18262750713762504,-0.0888386686707014,-0.20172742233608865,1.0,0.8999999999999999,3.9676258876190476,0.3903549787221664,1.6096450212778337,11,0.3996746724430893
12,12,-0.2462492185636191,0.8949704281899709,0.4004946472759228,-0.16080186966283455,0.09555475281255975,-0.19690364397116794,0.26337011,1.0,-2.8614769358333305,0.5466191936604738,1.4533808063395262,12,0.21856110295395287
